Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,Move_%,HV20,VolPotential,VectorScore,Debit/unit,Debit_%S,Units,PnL_Total,Return_%,Win,CumPnL
BHARTIARTL.NS,2023-12-04,2024-01-03,1018.66,1020,1055,1032.36,1020.93,0.22,0.1225,1.293,3,12.36,1.214,161,-1841.08,-92.49,False,1487680.2100000004
TITAN.NS,2023-12-04,2024-01-03,3455.25,3455,3600,3506.04,3657.96,5.87,0.1442,0.895,4,51.04,1.477,39,3664.33,184.08,True,1491344.5400000005
HDFCBANK.NS,2023-12-04,2024-01-03,770.53,770,805,782.1,800.93,3.95,0.1467,0.988,4,12.1,1.571,165,3106.66,155.59,True,1494451.2000000004
ABB.NS,2023-12-05,2024-01-04,4764.9,4765,5145,4894.31,4743.41,-0.45,0.3125,1.295,4,129.31,2.714,15,-1939.68,-100.0,False,1492511.5200000005
ABCAPITAL.NS,2023-12-05,2024-01-04,172.5,170,185,175.58,174.1,0.93,0.2666,0.777,5,5.58,3.233,358,-528.47,-26.47,False,1491983.0500000005
HDFCBANK.NS,2023-12-05,2024-01-04,777.37,775,810,787.86,809.52,4.14,0.1476,1.108,4,12.86,1.655,155,3357.42,168.4,True,1495340.4700000004
RELIANCE.NS,2023-12-05,2024-01-04,1204.35,1205,1245,1219.34,1282.85,6.52,0.1137,0.881,5,14.34,1.19,139,3567.4,179.03,True,1498907.8700000003
ICICIBANK.NS,2023-12-05,2024-01-04,997.11,995,1060,1016.99,971.23,-2.6,0.2139,1.154,4,21.99,2.205,90,-1979.05,-100.0,False,1496928.8200000003
TCS.NS,2023-12-05,2024-01-04,3227.36,3225,3375,3277.7,3350.92,3.83,0.1588,0.831,4,52.7,1.633,37,2709.17,138.95,True,1499637.9900000002
APARINDS.NS,2023-12-05,2024-01-04,5477.75,5480,5915,5635.58,5813.78,6.13,0.3758,0.999,3,155.58,2.84,12,2138.44,114.54,True,1501776.4300000002
ANANTRAJ.NS,2023-12-05,2024-01-04,270.98,270,285,275.51,308.43,13.82,0.2011,1.011,3,5.51,2.032,363,3445.87,172.37,True,1505222.3000000003
INFY.NS,2023-12-05,2024-01-04,1339.88,1340,1405,1362.4,1394.02,4.04,0.1679,0.772,4,22.4,1.672,89,2814.24,141.18,True,1508036.5400000003
ANANDRATHI.NS,2023-12-05,2024-01-04,648.78,650,700,668.38,658.94,1.57,0.4296,1.378,3,18.38,2.833,108,-1019.18,-51.35,False,1507017.3600000003
APARINDS.NS,2023-12-06,2024-01-05,5377.96,5380,5810,5534.29,5749.81,6.91,0.3839,0.972,3,154.29,2.869,12,2586.21,139.68,True,1509603.5700000003
RELIANCE.NS,2023-12-06,2024-01-05,1215.89,1215,1255,1229.98,1288.31,5.96,0.1146,0.874,4,14.98,1.232,133,3327.24,166.97,True,1512930.8100000003
ICICIBANK.NS,2023-12-06,2024-01-05,987.07,985,1050,1006.99,977.67,-0.95,0.2172,1.244,3,21.99,2.228,90,-1979.2,-100.0,False,1510951.6100000003
ABCAPITAL.NS,2023-12-06,2024-01-05,173.05,175,185,178.15,175.1,1.18,0.2629,0.787,3,3.15,1.821,634,-1934.26,-96.83,False,1509017.3500000003
BAJFINANCE.NS,2023-12-07,2024-01-08,726.45,725,770,740.37,760.34,4.67,0.2057,0.697,4,15.37,2.116,130,2596.04,129.91,True,1511613.3900000004
RELIANCE.NS,2023-12-07,2024-01-08,1213.89,1215,1250,1228.1,1278.26,5.3,0.1107,0.871,3,13.1,1.079,152,3329.04,167.21,True,1514942.4300000004
TCS.NS,2023-12-07,2024-01-08,3303.49,3305,3465,3359.78,3361.43,1.75,0.1681,0.908,3,54.78,1.658,36,59.09,3.0,True,1515001.5200000005
TITAN.NS,2023-12-08,2024-01-09,3600.11,3600,3740,3650.07,3658.9,1.63,0.136,1.019,3,50.07,1.391,39,344.47,17.64,True,1515345.9900000005
ANANTRAJ.NS,2023-12-08,2024-01-09,278.66,280,295,285.0,317.86,14.07,0.2212,1.018,4,5.0,1.794,400,4000.66,200.1,True,1519346.6500000004
HDFCBANK.NS,2023-12-08,2024-01-09,791.5,790,825,802.63,790.21,-0.16,0.1473,1.208,3,12.63,1.595,158,-1962.62,-98.37,False,1517384.0300000003
ANANTRAJ.NS,2023-12-11,2024-01-10,287.49,285,305,292.46,318.45,10.77,0.2371,1.117,4,7.46,2.594,268,3361.29,168.17,True,1520745.3200000003
TCS.NS,2023-12-11,2024-01-10,3329.07,3330,3480,3382.45,3393.18,1.93,0.1602,0.887,3,52.45,1.575,38,407.82,20.46,True,1521153.1400000004
TITAN.NS,2023-12-11,2024-01-10,3596.0,3595,3730,3643.58,3679.15,2.31,0.1288,1.038,3,48.58,1.351,41,1458.49,73.22,True,1522611.6300000004
TCS.NS,2023-12-12,2024-01-11,3355.76,3355,3505,3407.93,3413.74,1.73,0.1576,0.921,3,52.93,1.577,37,214.9,10.97,True,1522826.5300000003
ABREL.NS,2023-12-13,2024-01-12,1283.06,1285,1385,1317.72,1485.36,15.77,0.2851,1.078,3,32.72,2.551,61,4103.78,205.58,True,1526930.3100000003
ANANDRATHI.NS,2023-12-13,2024-01-12,620.89,620,670,638.81,695.44,12.01,0.4545,1.124,3,18.81,3.03,106,3305.97,165.79,True,1530236.2800000003
BHARTIARTL.NS,2023-12-13,2024-01-12,986.11,985,1035,1002.18,1061.51,7.65,0.1643,1.335,3,17.18,1.742,116,3807.25,191.06,True,1534043.5300000003
ABCAPITAL.NS,2023-12-14,2024-01-15,166.3,165,180,170.13,179.15,7.73,0.2842,1.011,4,5.13,3.086,389,3507.75,175.69,True,1537551.2800000003
ABB.NS,2023-12-14,2024-01-15,4711.61,4710,5090,4840.9,4672.77,-0.82,0.3258,1.36,3,130.9,2.778,15,-1963.54,-100.0,False,1535587.7400000002
BHARTIARTL.NS,2023-12-14,2024-01-15,991.34,990,1035,1006.17,1087.2,9.67,0.1577,1.245,4,16.17,1.631,123,3546.6,178.36,True,1539134.3400000003
HDFCBANK.NS,2023-12-14,2024-01-15,790.04,790,825,802.32,800.88,1.37,0.1562,1.188,3,12.32,1.559,162,-232.86,-11.67,False,1538901.4800000002
AJMERA.NS,2023-12-14,2024-01-15,83.9,85,90,86.71,101.27,20.7,0.3585,0.824,4,1.71,2.039,1169,3845.15,192.27,True,1542746.6300000001
RELIANCE.NS,2023-12-14,2024-01-15,1217.39,1215,1255,1230.34,1377.51,13.15,0.1086,1.113,4,15.34,1.26,130,3205.15,160.67,True,1545951.78
ANANTRAJ.NS,2023-12-14,2024-01-15,295.61,295,320,302.95,327.08,10.64,0.2592,1.069,4,7.95,2.689,251,4279.77,214.5,True,1550231.55
ANANDRATHI.NS,2023-12-14,2024-01-15,640.3,640,690,658.87,695.44,8.61,0.4592,1.117,4,18.87,2.948,105,3268.22,164.91,True,1553499.77
ICICIBANK.NS,2023-12-14,2024-01-15,1016.98,1015,1080,1037.31,993.56,-2.3,0.2189,1.457,3,22.31,2.194,89,-1985.62,-100.0,False,1551514.15
ICICIBANK.NS,2023-12-15,2024-01-16,1020.67,1020,1085,1041.78,992.78,-2.73,0.2157,1.44,3,21.78,2.134,91,-1981.76,-100.0,False,1549532.39
ANANDRATHI.NS,2023-12-15,2024-01-16,631.72,630,680,649.12,652.86,3.35,0.4603,1.072,3,19.12,3.027,104,389.48,19.59,True,1549921.8699999999
RELIANCE.NS,2023-12-15,2024-01-16,1232.93,1235,1275,1249.04,1358.25,10.16,0.1147,1.167,4,14.04,1.139,142,3685.8,184.83,True,1553607.67
AJMERA.NS,2023-12-15,2024-01-16,84.37,85,90,86.79,100.37,18.97,0.3442,0.755,4,1.79,2.122,1117,3585.13,179.27,True,1557192.7999999998
ABB.NS,2023-12-15,2024-01-16,4753.59,4755,5135,4885.1,4728.22,-0.53,0.3228,1.426,4,130.1,2.737,15,-1951.54,-100.0,False,1555241.2599999998
HDFCBANK.NS,2023-12-15,2024-01-16,793.1,795,830,806.68,803.92,1.36,0.1561,1.224,4,11.68,1.472,171,-471.28,-23.6,False,1554769.9799999997
ANGELONE.NS,2023-12-15,2024-01-16,314.04,315,340,323.96,320.64,2.1,0.4179,1.15,4,8.96,2.853,223,-739.49,-37.01,False,1554030.4899999998
BHARTIARTL.NS,2023-12-15,2024-01-16,978.87,980,1025,995.51,1080.79,10.41,0.1668,1.284,4,15.51,1.584,128,3774.91,190.16,True,1557805.3999999997
BAJFINANCE.NS,2023-12-15,2024-01-16,738.62,740,785,754.56,732.89,-0.78,0.2078,0.803,4,14.56,1.971,137,-1994.11,-100.0,False,1555811.2899999996
ANANTRAJ.NS,2023-12-15,2024-01-16,297.26,295,320,303.59,319.0,7.31,0.2594,1.078,4,8.59,2.891,232,3574.93,179.31,True,1559386.2199999995
TCS.NS,2023-12-15,2024-01-16,3528.39,3530,3765,3608.18,3528.66,0.01,0.2355,1.398,4,78.18,2.216,25,-1954.44,-100.0,False,1557431.7799999996
BAJFINANCE.NS,2023-12-18,2024-01-17,745.76,745,785,759.12,723.27,-3.01,0.1951,0.773,4,14.12,1.893,141,-1990.31,-100.0,False,1555441.4699999995
ABREL.NS,2023-12-18,2024-01-17,1200.22,1200,1295,1232.58,1391.18,15.91,0.3147,1.171,3,32.58,2.714,61,3807.91,191.63,True,1559249.3799999994
APARINDS.NS,2023-12-18,2024-01-17,5353.46,5355,5730,5478.91,5408.49,1.03,0.2449,0.599,3,123.91,2.315,16,-1126.74,-56.83,False,1558122.6399999994
ANGELONE.NS,2023-12-18,2024-01-17,323.09,325,350,333.82,320.98,-0.65,0.417,1.162,3,8.82,2.731,226,-1994.35,-100.0,False,1556128.2899999993
AJMERA.NS,2023-12-18,2024-01-17,84.76,85,90,86.88,99.98,17.96,0.3427,0.695,3,1.88,2.214,1065,3326.56,166.46,True,1559454.8499999994
RELIANCE.NS,2023-12-18,2024-01-17,1245.48,1245,1285,1260.04,1345.35,8.02,0.116,1.11,4,15.04,1.208,132,3294.63,165.95,True,1562749.4799999993
ABB.NS,2023-12-18,2024-01-17,4805.99,4805,5190,4937.39,4692.58,-2.36,0.3225,1.302,3,132.39,2.755,15,-1985.81,-100.0,False,1560763.6699999992
TCS.NS,2023-12-18,2024-01-17,3526.74,3525,3765,3605.24,3549.95,0.66,0.2359,1.471,3,80.24,2.275,24,-1326.77,-68.9,False,1559436.8999999992
AJMERA.NS,2023-12-19,2024-01-18,84.97,85,90,86.92,113.59,33.68,0.3424,0.744,5,1.92,2.263,1040,3200.38,160.05,True,1562637.279999999
RELIANCE.NS,2023-12-19,2024-01-18,1263.81,1265,1305,1279.71,1351.65,6.95,0.1202,1.195,4,14.71,1.164,135,3413.58,171.85,True,1566050.8599999992
ABREL.NS,2023-12-19,2024-01-18,1216.44,1215,1315,1249.27,1382.12,13.62,0.3188,1.14,4,34.27,2.817,58,3812.51,191.83,True,1569863.3699999992
HDFCBANK.NS,2023-12-19,2024-01-18,791.35,790,825,802.78,711.52,-10.09,0.156,0.99,3,12.78,1.615,156,-1993.94,-100.0,False,1567869.4299999992
BAJFINANCE.NS,2023-12-19,2024-01-18,750.18,750,790,763.42,714.1,-4.81,0.1738,0.762,3,13.42,1.789,149,-1999.74,-100.0,False,1565869.6899999992
TITAN.NS,2023-12-19,2024-01-18,3576.14,3575,3725,3627.98,3699.21,3.44,0.143,1.038,3,52.98,1.482,37,2635.47,134.44,True,1568505.1599999992
AJMERA.NS,2023-12-20,2024-01-19,87.25,85,95,88.73,118.02,35.28,0.2936,0.903,4,3.73,4.275,536,3360.98,168.13,True,1571866.1399999992
RELIANCE.NS,2023-12-20,2024-01-19,1248.52,1250,1295,1265.88,1351.16,8.22,0.1293,1.276,3,15.88,1.272,125,3639.38,183.29,True,1575505.519999999
HDFCBANK.NS,2023-12-20,2024-01-19,793.32,795,830,806.74,704.1,-11.25,0.1556,0.994,3,11.74,1.48,170,-1995.54,-100.0,False,1573509.979999999
HDFCBANK.NS,2023-12-21,2024-01-23,807.54,810,845,821.7,683.37,-15.38,0.1595,1.08,3,11.7,1.449,170,-1988.58,-100.0,False,1571521.399999999
APARINDS.NS,2023-12-22,2024-01-24,5589.99,5590,6010,5728.28,5561.59,-0.51,0.2623,0.716,5,138.28,2.474,14,-1935.92,-100.0,False,1569585.479999999
ABB.NS,2023-12-22,2024-01-24,4678.77,4680,5055,4812.84,4651.49,-0.58,0.3646,1.252,3,132.84,2.839,15,-1992.66,-100.0,False,1567592.8199999991
ANANTRAJ.NS,2023-12-22,2024-01-24,302.35,300,325,309.22,313.82,3.79,0.3262,1.269,3,9.22,3.049,216,993.18,49.88,True,1568585.999999999
ABCAPITAL.NS,2023-12-22,2024-01-24,159.7,160,170,163.5,165.8,3.82,0.269,0.878,4,3.5,2.19,571,1314.46,65.81,True,1569900.459999999
TITAN.NS,2023-12-22,2024-01-24,3592.88,3595,3750,3649.03,3732.05,3.87,0.1526,1.136,3,54.03,1.504,37,3071.81,153.67,True,1572972.269999999
ANANDRATHI.NS,2023-12-22,2024-01-24,637.56,640,690,656.48,728.77,14.31,0.3161,1.133,3,16.48,2.585,121,4056.06,203.42,True,1577028.3299999991
APARINDS.NS,2023-12-26,2024-01-25,5554.87,5555,5965,5690.42,5400.68,-2.78,0.2589,0.755,4,135.42,2.438,14,-1895.81,-100.0,False,1575132.519999999
ANANDRATHI.NS,2023-12-26,2024-01-25,639.29,640,690,657.01,751.53,17.56,0.3161,1.042,3,17.01,2.66,117,3860.3,194.01,True,1578992.8199999991
TITAN.NS,2023-12-26,2024-01-25,3621.95,3620,3780,3676.47,3734.37,3.1,0.1515,1.123,3,56.47,1.559,35,2026.66,102.54,True,1581019.479999999
AJMERA.NS,2023-12-26,2024-01-25,88.72,90,95,91.45,111.19,25.33,0.2399,1.007,3,1.45,1.637,1377,4885.08,244.26,True,1585904.5599999991
ABCAPITAL.NS,2023-12-26,2024-01-25,159.9,160,170,163.55,165.75,3.66,0.2668,0.856,4,3.55,2.219,563,1239.75,62.07,True,1587144.3099999991
APARINDS.NS,2023-12-27,2024-01-29,5727.04,5725,6150,5865.33,5683.76,-0.76,0.2568,0.841,5,140.33,2.45,14,-1964.67,-100.0,False,1585179.6399999992
BHARTIARTL.NS,2023-12-27,2024-01-29,1007.12,1005,1060,1024.39,1146.13,13.8,0.1873,1.18,3,19.39,1.925,103,3667.79,183.65,True,1588847.4299999992
ABCAPITAL.NS,2023-12-27,2024-01-29,161.75,160,175,165.16,168.3,4.05,0.2688,0.862,4,5.16,3.192,387,1213.89,60.75,True,1590061.3199999991
ANGELONE.NS,2023-12-27,2024-01-29,319.36,320,345,329.15,285.18,-10.7,0.4318,1.041,3,9.15,2.865,218,-1994.46,-100.0,False,1588066.8599999992
HDFCBANK.NS,2023-12-27,2024-01-29,815.48,815,855,828.91,696.44,-14.6,0.168,1.063,3,13.91,1.706,143,-1989.12,-100.0,False,1586077.739999999
TCS.NS,2023-12-27,2024-01-29,3482.88,3485,3720,3562.86,3497.75,0.43,0.2383,1.661,3,77.86,2.236,25,-1627.74,-83.62,False,1584449.999999999
ANANDRATHI.NS,2023-12-27,2024-01-29,635.13,635,685,652.22,748.44,17.84,0.3167,1.051,3,17.22,2.711,116,3802.64,190.38,True,1588252.639999999
TITAN.NS,2023-12-28,2024-01-30,3679.8,3680,3835,3734.58,3700.25,0.56,0.1465,1.055,4,54.58,1.483,36,-1235.73,-62.89,False,1587016.909999999
TCS.NS,2023-12-28,2024-01-30,3472.55,3475,3710,3552.6,3497.34,0.71,0.2379,1.555,3,77.6,2.235,25,-1381.46,-71.21,False,1585635.449999999
APARINDS.NS,2023-12-28,2024-01-30,5921.63,5920,6395,6075.54,5996.18,1.26,0.2784,0.946,4,155.54,2.627,12,-952.4,-51.03,False,1584683.049999999
ABCAPITAL.NS,2023-12-28,2024-01-30,161.65,160,175,165.12,168.45,4.21,0.2686,0.876,5,5.12,3.168,390,1298.49,65.02,True,1585981.539999999
RELIANCE.NS,2023-12-28,2024-01-30,1287.25,1285,1335,1303.61,1390.85,8.05,0.1343,1.331,3,18.61,1.446,107,3358.8,168.68,True,1589340.3399999992
ANGELONE.NS,2023-12-28,2024-01-30,329.23,330,355,339.25,299.04,-9.17,0.442,1.058,3,9.25,2.809,216,-1997.88,-100.0,False,1587342.4599999993
ABB.NS,2023-12-28,2024-01-30,4564.68,4565,4930,4695.67,4650.02,1.87,0.3761,1.218,4,130.67,2.863,15,-684.79,-34.94,False,1586657.6699999992
BHARTIARTL.NS,2023-12-28,2024-01-30,1022.41,1020,1080,1040.65,1142.68,11.76,0.1907,1.228,3,20.65,2.02,96,3777.78,190.58,True,1590435.4499999993
HDFCBANK.NS,2023-12-28,2024-01-30,816.42,815,855,829.03,691.48,-15.3,0.1597,1.057,3,14.03,1.718,142,-1991.69,-100.0,False,1588443.7599999993
APARINDS.NS,2023-12-29,2024-01-31,5981.01,5980,6450,6133.89,6245.71,4.43,0.2721,0.937,4,153.89,2.573,12,1341.76,72.66,True,1589785.5199999993
ABCAPITAL.NS,2023-12-29,2024-01-31,166.4,165,180,170.2,171.1,2.82,0.2898,0.905,4,5.2,3.126,384,345.19,17.28,True,1590130.7099999993
ANGELONE.NS,2023-12-29,2024-01-31,335.85,335,365,345.97,317.56,-5.44,0.4427,1.007,3,10.97,3.268,182,-1997.36,-100.0,False,1588133.3499999992
ANANDRATHI.NS,2023-12-29,2024-01-31,640.74,640,690,657.21,755.5,17.91,0.3019,1.019,4,17.21,2.686,116,3803.26,190.47,True,1591936.6099999992
BAJFINANCE.NS,2023-12-29,2024-01-31,720.22,720,765,735.05,674.53,-6.34,0.2127,0.968,3,15.05,2.09,132,-1986.64,-100.0,False,1589949.9699999993
ANANTRAJ.NS,2023-12-29,2024-01-31,294.32,295,320,303.18,317.26,7.79,0.3248,1.146,3,8.18,2.78,244,3434.7,172.07,True,1593384.6699999992
ABB.NS,2023-12-29,2024-01-31,4596.04,4595,4965,4725.2,4592.85,-0.07,0.3514,1.193,3,130.2,2.833,15,-1952.94,-100.0,False,1591431.7299999993
AJMERA.NS,2024-01-01,2024-02-01,88.7,90,95,91.5,113.92,28.43,0.2557,1.052,3,1.5,1.686,1337,4685.86,234.39,True,1596117.5899999994
BAJFINANCE.NS,2024-01-01,2024-02-01,717.4,715,760,730.56,662.77,-7.61,0.2027,0.962,3,15.56,2.168,128,-1991.06,-100.0,False,1594126.5299999993
ANANTRAJ.NS,2024-01-02,2024-02-02,303.64,305,330,313.05,322.09,6.08,0.32,1.118,4,8.05,2.651,248,2242.82,112.33,True,1596369.3499999994
ABCAPITAL.NS,2024-01-02,2024-02-02,170.6,170,185,175.01,180.35,5.72,0.298,1.027,3,5.01,2.938,398,2124.31,106.48,True,1598493.6599999995
RELIANCE.NS,2024-01-02,2024-02-02,1290.29,1290,1340,1307.76,1440.33,11.63,0.1303,1.276,3,17.76,1.377,112,3610.66,181.5,True,1602104.3199999994
AJMERA.NS,2024-01-02,2024-02-02,89.14,90,95,91.61,118.85,33.34,0.2559,1.113,3,1.61,1.807,1241,4206.09,210.42,True,1606310.4099999995
ANANTRAJ.NS,2024-01-03,2024-02-05,309.03,310,335,318.25,325.68,5.39,0.3216,1.101,4,8.25,2.669,242,1799.99,90.19,True,1608110.3999999994
ABCAPITAL.NS,2024-01-03,2024-02-05,170.4,170,185,174.94,178.2,4.58,0.298,1.059,4,4.94,2.9,404,1316.63,65.96,True,1609427.0299999993
ABB.NS,2024-01-03,2024-02-05,4695.04,4695,5030,4805.89,4294.56,-8.53,0.249,1.076,4,110.89,2.362,18,-1995.94,-100.0,False,1607431.0899999994
ANANDRATHI.NS,2024-01-03,2024-02-05,641.92,640,695,658.19,857.19,33.53,0.2841,0.95,3,18.19,2.834,109,4012.18,202.35,True,1611443.2699999993
BAJFINANCE.NS,2024-01-04,2024-02-06,757.35,755,810,773.82,648.51,-14.37,0.2474,1.079,3,18.82,2.485,106,-1995.06,-100.0,False,1609448.2099999993
ANANTRAJ.NS,2024-01-04,2024-02-06,308.43,310,335,318.05,326.43,5.84,0.32,0.965,3,8.05,2.609,248,2079.48,104.19,True,1611527.6899999992
ABB.NS,2024-01-04,2024-02-06,4743.41,4745,5065,4851.4,4328.77,-8.74,0.2378,0.877,5,106.4,2.243,18,-1915.19,-100.0,False,1609612.4999999993
ANANDRATHI.NS,2024-01-04,2024-02-06,658.94,660,710,676.76,839.41,27.39,0.2964,1.014,4,16.76,2.544,119,3955.25,198.28,True,1613567.7499999993
AJMERA.NS,2024-01-04,2024-02-06,91.58,90,100,93.47,140.63,53.56,0.2892,0.964,4,3.47,3.792,575,3753.31,187.98,True,1617321.0599999994
ABCAPITAL.NS,2024-01-04,2024-02-06,174.1,175,190,179.62,180.15,3.48,0.308,0.912,3,4.62,2.656,432,227.37,11.38,True,1617548.4299999995
ABB.NS,2024-01-05,2024-02-07,4750.89,4750,5075,4858.2,4497.97,-5.32,0.2378,0.813,3,108.2,2.277,18,-1947.61,-100.0,False,1615600.8199999994
ANGELONE.NS,2024-01-05,2024-02-07,360.53,360,390,370.86,323.33,-10.32,0.394,0.984,3,10.86,3.012,184,-1998.14,-100.0,False,1613602.6799999995
BHARTIARTL.NS,2024-01-05,2024-02-07,1032.17,1030,1080,1048.09,1118.66,8.38,0.1697,1.256,3,18.09,1.753,110,3509.99,176.38,True,1617112.6699999995
ANANTRAJ.NS,2024-01-05,2024-02-07,317.86,320,345,328.01,322.39,1.43,0.3209,0.956,3,8.01,2.519,249,-1397.64,-70.1,False,1615715.0299999996
ANANDRATHI.NS,2024-01-05,2024-02-07,667.18,665,720,683.86,852.91,27.84,0.2974,0.946,4,18.86,2.827,106,3830.37,191.55,True,1619545.3999999997
TITAN.NS,2024-01-05,2024-02-07,3677.27,3675,3820,3727.27,3542.52,-3.66,0.1358,0.908,4,52.27,1.421,38,-1986.3,-100.0,False,1617559.0999999996
AJMERA.NS,2024-01-05,2024-02-07,90.96,90,100,93.2,135.56,49.04,0.2915,1.016,3,3.2,3.521,624,4241.72,212.27,True,1621800.8199999996
ICICIBANK.NS,2024-01-05,2024-02-07,977.67,980,1020,993.38,1005.67,2.86,0.1429,0.89,4,13.38,1.368,149,1831.0,91.86,True,1623631.8199999996
HDFCBANK.NS,2024-01-05,2024-02-07,805.38,805,835,816.12,684.61,-15.0,0.1386,1.072,3,11.12,1.38,179,-1989.6,-100.0,False,1621642.2199999995
RELIANCE.NS,2024-01-05,2024-02-07,1288.31,1290,1340,1307.33,1424.97,10.61,0.1368,1.028,3,17.33,1.345,115,3756.81,188.48,True,1625399.0299999996
BAJFINANCE.NS,2024-01-05,2024-02-07,757.9,760,810,776.41,659.42,-12.99,0.2462,1.033,3,16.41,2.165,121,-1985.5,-100.0,False,1623413.5299999996
ABREL.NS,2024-01-08,2024-02-08,1489.74,1490,1610,1535.77,1443.52,-3.1,0.5317,1.559,3,45.77,3.072,43,-1967.97,-100.0,False,1621445.5599999996
APARINDS.NS,2024-01-08,2024-02-08,5879.24,5880,6345,6032.11,6154.26,4.68,0.2765,1.03,3,152.11,2.587,13,1588.07,80.31,True,1623033.6299999997
ANANDRATHI.NS,2024-01-08,2024-02-08,681.73,680,735,698.34,839.55,23.15,0.2721,0.994,3,18.34,2.691,109,3995.62,199.84,True,1627029.2499999998
RELIANCE.NS,2024-01-08,2024-02-08,1278.26,1280,1330,1297.45,1432.85,12.09,0.1416,1.103,3,17.45,1.365,114,3710.44,186.5,True,1630739.6899999997
ANGELONE.NS,2024-01-08,2024-02-08,366.46,365,395,375.87,328.49,-10.36,0.3501,1.014,3,10.87,2.966,183,-1989.21,-100.0,False,1628750.4799999997
BHARTIARTL.NS,2024-01-08,2024-02-08,1034.59,1035,1085,1052.21,1126.4,8.87,0.1696,1.208,3,17.21,1.663,116,3803.91,190.57,True,1632554.3899999997
TITAN.NS,2024-01-08,2024-02-08,3670.83,3670,3805,3718.97,3515.38,-4.23,0.1287,0.906,4,48.97,1.334,40,-1958.65,-100.0,False,1630595.7399999998
BHARTIARTL.NS,2024-01-09,2024-02-09,1049.82,1050,1100,1067.58,1104.81,5.24,0.1748,1.257,3,17.58,1.674,113,3663.6,184.43,True,1634259.3399999999
APARINDS.NS,2024-01-09,2024-02-09,5735.43,5735,6195,5888.43,6074.38,5.91,0.2952,1.141,3,153.43,2.675,13,2417.42,121.2,True,1636676.7599999998
ABB.NS,2024-01-09,2024-02-09,4837.45,4835,5215,4960.26,4413.77,-8.76,0.2737,0.953,3,125.26,2.589,15,-1878.86,-100.0,False,1634797.8999999997
AJMERA.NS,2024-01-09,2024-02-09,93.16,95,100,96.52,124.3,33.42,0.2933,1.102,3,1.52,1.628,1318,4591.43,229.74,True,1639389.3299999996
ANANDRATHI.NS,2024-01-09,2024-02-09,687.39,685,740,703.63,843.95,22.78,0.2717,1.042,3,18.63,2.71,107,3891.64,195.23,True,1643280.9699999995
ABREL.NS,2024-01-09,2024-02-09,1532.63,1535,1655,1580.7,1423.82,-7.1,0.5327,1.635,3,45.7,2.982,43,-1964.93,-100.0,False,1641316.0399999996
RELIANCE.NS,2024-01-10,2024-02-12,1309.26,1310,1365,1329.41,1435.04,9.61,0.1526,1.254,3,19.41,1.483,103,3665.38,183.3,True,1644981.4199999995
AJMERA.NS,2024-01-10,2024-02-12,93.67,95,100,96.53,134.61,43.71,0.2518,1.08,3,1.53,1.628,1311,4555.5,227.83,True,1649536.9199999995
ABB.NS,2024-01-10,2024-02-12,4852.49,4850,5225,4973.6,4353.74,-10.28,0.2677,0.948,3,123.6,2.547,16,-1977.56,-100.0,False,1647559.3599999994
ANGELONE.NS,2024-01-10,2024-02-12,362.07,360,390,371.05,309.72,-14.46,0.3567,1.137,3,11.05,3.052,180,-1989.09,-100.0,False,1645570.2699999993
HDFCBANK.NS,2024-01-10,2024-02-12,792.81,795,825,805.11,665.49,-16.06,0.1359,1.116,3,10.11,1.275,197,-1991.75,-100.0,False,1643578.5199999993
ABREL.NS,2024-01-10,2024-02-12,1579.2,1580,1705,1627.83,1368.39,-13.35,0.5363,1.725,4,47.83,3.029,41,-1961.01,-100.0,False,1641617.5099999993
ICICIBANK.NS,2024-01-10,2024-02-12,977.04,975,1020,991.03,980.04,0.31,0.1486,1.009,3,16.03,1.64,124,-1362.97,-68.58,False,1640254.5399999993
RELIANCE.NS,2024-01-11,2024-02-13,1343.7,1345,1410,1367.14,1447.64,7.74,0.1706,1.389,4,22.14,1.648,90,3857.0,193.53,True,1644111.5399999993
ICICIBANK.NS,2024-01-11,2024-02-13,975.17,975,1015,989.39,1003.35,2.89,0.1486,1.012,3,14.39,1.476,138,1926.82,97.02,True,1646038.3599999994
HDFCBANK.NS,2024-01-11,2024-02-13,789.49,790,820,800.67,667.62,-15.44,0.1366,1.127,3,10.67,1.352,187,-1995.66,-100.0,False,1644042.6999999995
TCS.NS,2024-01-11,2024-02-13,3413.74,3415,3660,3495.89,3818.45,11.86,0.2528,1.065,3,80.89,2.369,24,3938.75,202.9,True,1647981.4499999995
AJMERA.NS,2024-01-11,2024-02-13,99.99,100,110,103.12,136.29,36.3,0.327,1.227,4,3.12,3.117,641,4411.85,220.8,True,1652393.2999999996
ABCAPITAL.NS,2024-01-11,2024-02-13,180.55,180,195,185.08,180.05,-0.28,0.2905,1.137,4,5.08,2.811,394,-1979.93,-99.01,False,1650413.3699999996
BHARTIARTL.NS,2024-01-12,2024-02-14,1061.51,1060,1115,1079.25,1100.47,3.67,0.1762,1.212,3,19.25,1.813,103,2185.32,110.22,True,1652598.6899999997
AJMERA.NS,2024-01-12,2024-02-14,100.79,100,110,103.41,134.76,33.7,0.3266,1.202,3,3.41,3.382,586,3862.25,193.33,True,1656460.9399999997
