Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,Move_%,HV20,VolPotential,VectorScore,Debit/unit,Debit_%S,Units,PnL_Total,Return_%,Win,CumPnL
ICICIBANK.NS,2021-09-16,2021-10-18,705.4,705,740,717.14,723.1,2.51,0.1698,,4,12.14,1.721,164,977.29,49.08,True,140697.61000000002
BHARTIARTL.NS,2021-09-16,2021-10-18,689.39,690,745,709.79,665.19,-3.51,0.3941,,3,19.79,2.87,101,-1998.37,-100.0,False,138699.24000000002
TCS.NS,2021-09-16,2021-10-18,3390.79,3390,3595,3459.48,3174.35,-6.38,0.2121,,4,69.48,2.049,28,-1945.57,-100.0,False,136753.67
TITAN.NS,2021-09-16,2021-10-18,2074.58,2075,2210,2119.81,2546.91,22.77,0.2247,,3,44.81,2.16,44,3968.19,201.25,True,140721.86000000002
RELIANCE.NS,2021-09-16,2021-10-18,1099.78,1100,1165,1121.97,1226.32,11.51,0.2084,,3,21.97,1.998,91,3915.74,195.86,True,144637.6
APARINDS.NS,2021-09-17,2021-10-19,650.72,650,705,670.32,684.36,5.17,0.4504,,3,20.32,3.123,98,1375.47,69.07,True,146013.07
ICICIBANK.NS,2021-09-17,2021-10-19,698.56,700,730,710.26,725.04,3.79,0.1582,,3,10.26,1.469,194,2866.93,143.99,True,148880.0
RELIANCE.NS,2021-09-17,2021-10-19,1082.72,1085,1150,1106.62,1237.3,14.28,0.2218,,4,21.62,1.997,92,3990.91,200.64,True,152870.91000000003
ICICIBANK.NS,2021-09-21,2021-10-21,690.51,690,725,701.87,732.85,6.13,0.162,,3,11.87,1.719,168,3886.15,194.91,True,156757.06000000003
RELIANCE.NS,2021-09-21,2021-10-21,1089.13,1090,1155,1111.86,1187.78,9.06,0.214,,3,21.86,2.007,91,3925.81,197.36,True,160682.87000000002
APARINDS.NS,2021-09-22,2021-10-22,624.94,625,675,643.73,658.25,5.33,0.4667,,3,18.73,2.997,106,1539.02,77.53,True,162221.89
RELIANCE.NS,2021-09-22,2021-10-22,1100.82,1100,1170,1123.45,1190.0,8.1,0.2143,,3,23.45,2.13,85,3956.85,198.52,True,166178.74000000002
ANANTRAJ.NS,2021-09-22,2021-10-22,68.2,70,75,71.63,67.61,-0.87,0.5128,,4,1.63,2.386,1228,-1998.71,-100.0,False,164180.03000000003
APOLLO.NS,2021-09-22,2021-10-22,11.6,10,15,11.73,11.72,0.99,0.4922,,3,1.73,14.936,1154,-19.48,-0.97,False,164160.55000000002
ABCAPITAL.NS,2021-09-22,2021-10-22,109.95,110,120,113.3,100.65,-8.46,0.3426,,4,3.3,3.003,605,-1997.63,-100.0,False,162162.92
ANANTRAJ.NS,2021-09-23,2021-10-25,71.43,70,75,72.22,64.43,-9.79,0.5289,,4,2.22,3.103,902,-1999.33,-100.0,False,160163.59000000003
ABCAPITAL.NS,2021-09-23,2021-10-25,113.1,115,120,116.71,97.45,-13.84,0.3176,,4,1.71,1.513,1169,-1999.95,-100.0,False,158163.64
APOLLO.NS,2021-09-23,2021-10-25,11.73,10,15,11.84,11.52,-1.78,0.4903,,3,1.84,15.662,1089,-348.53,-17.43,False,157815.11000000002
ANGELONE.NS,2021-09-23,2021-10-25,113.23,115,120,116.94,113.67,0.39,0.5382,,4,1.94,1.71,1032,-1998.73,-100.0,False,155816.38
APARINDS.NS,2021-09-23,2021-10-25,629.96,630,680,648.73,645.65,2.49,0.4614,,3,18.73,2.974,106,-326.98,-16.47,False,155489.40000000002
ABB.NS,2021-09-23,2021-10-25,1856.09,1855,2005,1907.14,1809.25,-2.52,0.3338,,3,52.14,2.809,38,-1981.23,-100.0,False,153508.17
ABCAPITAL.NS,2021-09-24,2021-10-26,115.45,115,125,118.46,100.3,-13.12,0.323,,4,3.46,3.001,577,-1999.27,-100.0,False,151508.90000000002
TITAN.NS,2021-09-24,2021-10-26,2059.03,2060,2180,2100.25,2415.03,17.29,0.2029,,3,40.25,1.955,49,3907.65,198.12,True,155416.55000000002
BHARTIARTL.NS,2021-09-24,2021-10-26,709.34,710,765,729.0,680.44,-4.07,0.3264,,4,19.0,2.678,105,-1994.53,-100.0,False,153422.02000000002
ANANTRAJ.NS,2021-09-24,2021-10-26,70.48,70,75,72.04,64.93,-7.88,0.5168,,3,2.04,2.9,978,-1998.88,-100.0,False,151423.14
APOLLO.NS,2021-09-24,2021-10-26,11.68,10,15,11.79,11.65,-0.21,0.4885,,3,1.79,15.365,1114,-159.34,-7.97,False,151263.80000000002
RELIANCE.NS,2021-09-24,2021-10-26,1124.46,1125,1195,1148.63,1205.24,7.18,0.2251,,3,23.63,2.101,84,3895.24,196.26,True,155159.04000000004
TCS.NS,2021-09-24,2021-10-26,3362.99,3365,3570,3433.64,3031.13,-9.87,0.2153,,3,68.64,2.041,29,-1990.7,-100.0,False,153168.34000000003
TCS.NS,2021-09-27,2021-10-27,3333.15,3335,3540,3403.41,3037.36,-8.87,0.2153,,3,68.41,2.052,29,-1983.95,-100.0,False,151184.39
ABCAPITAL.NS,2021-09-27,2021-10-27,117.0,115,125,118.99,98.6,-15.73,0.3221,,4,3.99,3.409,501,-1998.09,-100.0,False,149186.30000000005
BHARTIARTL.NS,2021-09-27,2021-10-27,706.19,705,765,725.63,686.45,-2.8,0.3311,,3,20.63,2.921,96,-1980.02,-100.0,False,147206.28000000003
ANANTRAJ.NS,2021-09-27,2021-10-27,73.06,75,80,76.65,64.58,-11.61,0.5131,,3,1.65,2.262,1209,-1998.41,-100.0,False,145207.87000000002
APARINDS.NS,2021-09-27,2021-10-27,624.61,625,675,643.61,665.34,6.52,0.4607,,3,18.61,2.979,107,2325.45,116.8,True,147533.32000000004
RELIANCE.NS,2021-09-27,2021-10-27,1143.37,1145,1220,1169.42,1190.0,4.08,0.2271,,3,24.42,2.136,81,1666.55,84.25,True,149199.87000000002
ANGELONE.NS,2021-09-27,2021-10-27,114.58,115,125,118.65,114.85,0.24,0.5246,,3,3.65,3.183,548,-1998.79,-100.0,False,147201.08000000002
ICICIBANK.NS,2021-09-27,2021-10-27,708.11,710,745,721.41,809.97,14.38,0.1713,,3,11.41,1.612,175,4127.9,206.69,True,151328.98000000004
ICICIBANK.NS,2021-09-28,2021-10-28,695.65,695,730,707.2,774.75,11.37,0.1719,,3,12.2,1.754,163,3715.92,186.82,True,155044.90000000002
RELIANCE.NS,2021-09-28,2021-10-28,1154.06,1155,1230,1179.57,1176.95,1.98,0.2224,,3,24.57,2.129,81,-212.23,-10.66,False,154832.67000000004
ANGELONE.NS,2021-09-28,2021-10-28,116.73,115,125,119.03,116.25,-0.41,0.4122,,4,4.03,3.451,496,-1377.66,-68.96,False,153455.01
ANANTRAJ.NS,2021-09-28,2021-10-28,76.68,75,85,78.76,61.8,-19.4,0.5133,,4,3.76,4.9,532,-1999.17,-100.0,False,151455.84000000003
APARINDS.NS,2021-09-28,2021-10-28,625.43,625,675,641.96,647.39,3.51,0.3026,,3,16.96,2.712,117,635.04,32.0,True,152090.88000000003
ANGELONE.NS,2021-09-30,2021-11-01,120.42,120,130,123.72,112.47,-6.6,0.4148,0.884,4,3.72,3.093,536,-1996.46,-100.0,False,150094.42000000004
ANGELONE.NS,2021-10-01,2021-11-02,131.03,130,140,134.03,112.57,-14.09,0.4901,1.033,4,4.03,3.075,496,-1998.15,-100.0,False,148096.27000000002
ANANTRAJ.NS,2021-10-04,2021-11-03,77.13,75,85,78.89,65.18,-15.5,0.4939,1.077,3,3.89,5.038,514,-1997.39,-100.0,False,146098.88000000003
ANGELONE.NS,2021-10-04,2021-11-03,126.06,125,135,129.0,112.03,-11.13,0.4802,1.056,4,4.0,3.171,500,-1998.69,-100.0,False,144100.19000000003
RELIANCE.NS,2021-10-04,2021-11-03,1157.73,1160,1220,1180.02,1124.87,-2.84,0.1858,1.028,3,20.02,1.73,99,-1982.41,-100.0,False,142117.78000000003
RELIANCE.NS,2021-10-05,2021-11-04,1181.75,1180,1245,1202.72,1131.77,-4.23,0.191,1.083,3,22.72,1.923,88,-1999.48,-100.0,False,140118.30000000002
BAJFINANCE.NS,2021-10-05,2021-11-04,753.23,755,810,772.77,733.81,-2.58,0.2622,1.139,3,17.77,2.359,112,-1989.69,-100.0,False,138128.61000000002
BHARTIARTL.NS,2021-10-05,2021-11-04,683.42,685,740,702.57,685.23,0.26,0.2858,1.025,3,17.57,2.572,113,-1960.31,-98.71,False,136168.30000000002
APARINDS.NS,2021-10-05,2021-11-04,641.79,640,695,658.46,670.02,4.4,0.2989,0.595,5,18.46,2.876,108,1248.64,62.63,True,137416.94
ABCAPITAL.NS,2021-10-05,2021-11-04,110.9,110,120,113.57,105.4,-4.96,0.3273,0.883,4,3.57,3.222,559,-1997.17,-100.0,False,135419.77000000002
BAJFINANCE.NS,2021-10-06,2021-11-08,754.29,755,810,773.08,748.3,-0.8,0.2605,1.162,4,18.08,2.397,110,-1988.95,-100.0,False,133430.82
APARINDS.NS,2021-10-06,2021-11-08,635.32,635,685,652.02,653.61,2.88,0.3016,0.62,5,17.02,2.679,117,186.35,9.36,True,133617.17
HDFCBANK.NS,2021-10-06,2021-11-08,755.61,755,795,768.7,748.75,-0.91,0.1766,1.173,4,13.7,1.813,145,-1986.31,-100.0,False,131630.86000000002
HDFCBANK.NS,2021-10-07,2021-11-09,753.55,755,790,767.06,735.65,-2.38,0.1768,1.105,3,12.06,1.6,165,-1989.64,-100.0,False,129641.22000000002
APARINDS.NS,2021-10-07,2021-11-09,649.7,650,700,666.73,666.74,2.62,0.288,0.621,3,16.73,2.575,119,1.16,0.06,True,129642.38000000002
ANANTRAJ.NS,2021-10-07,2021-11-09,77.43,75,85,79.0,70.98,-8.33,0.5081,1.081,4,4.0,5.163,500,-1998.62,-100.0,False,127643.76000000002
TITAN.NS,2021-10-07,2021-11-09,2336.91,2335,2525,2404.03,2471.45,5.76,0.3965,1.452,4,69.03,2.954,28,1887.79,97.67,True,129531.55000000002
INFY.NS,2021-10-08,2021-11-10,1501.43,1500,1585,1529.24,1529.05,1.84,0.1952,1.233,3,29.24,1.948,68,-12.77,-0.64,False,129518.78000000003
TCS.NS,2021-10-08,2021-11-10,3418.89,3420,3605,3482.77,3032.61,-11.3,0.1886,1.156,4,62.77,1.836,31,-1945.75,-100.0,False,127573.03000000003
TITAN.NS,2021-10-08,2021-11-10,2320.04,2320,2505,2387.11,2444.4,5.36,0.3947,1.509,4,67.11,2.893,29,1661.32,85.36,True,129234.35000000002
ANANTRAJ.NS,2021-10-08,2021-11-10,76.58,75,85,78.72,74.4,-2.85,0.5098,1.107,3,3.72,4.859,537,-1998.45,-100.0,False,127235.90000000002
RELIANCE.NS,2021-10-08,2021-11-10,1209.86,1210,1295,1237.86,1154.9,-4.54,0.2389,1.204,4,27.86,2.303,71,-1978.07,-100.0,False,125257.83000000002
ABREL.NS,2021-10-08,2021-11-10,922.48,920,995,946.83,869.79,-5.71,0.3461,0.834,3,26.83,2.908,74,-1985.41,-100.0,False,123272.42000000001
ABREL.NS,2021-10-11,2021-11-11,929.62,930,1005,956.03,854.13,-8.12,0.3433,0.862,5,26.03,2.8,76,-1978.38,-100.0,False,121294.04000000002
BHARTIARTL.NS,2021-10-11,2021-11-11,675.21,675,725,691.68,712.1,5.46,0.2642,0.978,3,16.68,2.471,119,2429.94,122.39,True,123723.98000000001
RELIANCE.NS,2021-10-11,2021-11-11,1201.43,1200,1280,1226.69,1157.0,-3.7,0.2209,1.227,3,26.69,2.221,74,-1974.95,-100.0,False,121749.03000000001
BAJFINANCE.NS,2021-10-11,2021-11-11,762.29,760,820,780.1,726.75,-4.66,0.2617,1.104,3,20.1,2.637,99,-1990.23,-100.0,False,119758.80000000002
APARINDS.NS,2021-10-11,2021-11-11,686.24,685,740,704.64,704.09,2.6,0.3484,0.744,5,19.64,2.862,101,-55.28,-2.79,False,119703.52000000002
APARINDS.NS,2021-10-12,2021-11-12,683.97,685,740,703.83,697.29,1.95,0.339,0.792,4,18.83,2.753,106,-693.34,-34.74,False,119010.18000000002
TITAN.NS,2021-10-12,2021-11-12,2452.27,2450,2650,2523.79,2498.41,1.88,0.4264,1.675,3,73.79,3.009,27,-685.38,-34.4,False,118324.80000000002
HDFCBANK.NS,2021-10-12,2021-11-12,762.49,760,805,775.5,726.65,-4.7,0.1834,0.963,3,15.5,2.033,129,-1999.9,-100.0,False,116324.90000000002
ANGELONE.NS,2021-10-12,2021-11-12,131.5,130,140,134.12,111.53,-15.18,0.4759,1.151,4,4.12,3.131,485,-1996.85,-100.0,False,114328.05000000002
APOLLO.NS,2021-10-12,2021-11-12,12.38,10,15,12.42,11.84,-4.35,0.3233,0.842,4,2.42,19.588,824,-481.52,-24.1,False,113846.53000000001
ANGELONE.NS,2021-10-13,2021-11-15,145.04,145,155,148.99,110.79,-23.62,0.5737,1.391,4,3.99,2.749,501,-1997.39,-100.0,False,111849.14000000001
BAJFINANCE.NS,2021-10-13,2021-11-15,773.23,775,830,792.98,734.7,-4.98,0.2615,0.964,3,17.98,2.325,111,-1995.28,-100.0,False,109853.86000000002
INFY.NS,2021-10-13,2021-11-15,1488.67,1490,1575,1518.79,1570.35,5.49,0.2074,1.133,4,28.79,1.934,69,3557.7,179.08,True,113411.56000000001
TITAN.NS,2021-10-13,2021-11-15,2496.14,2495,2695,2568.7,2498.31,0.09,0.4203,1.754,4,73.7,2.953,27,-1900.67,-95.51,False,111510.89000000001
ANGELONE.NS,2021-10-14,2021-11-16,149.03,150,160,153.86,111.58,-25.13,0.5761,1.456,4,3.86,2.588,518,-1997.89,-100.0,False,109513.00000000001
HDFCBANK.NS,2021-10-14,2021-11-16,789.53,790,835,805.26,724.31,-8.26,0.2045,1.01,3,15.26,1.933,131,-1999.12,-100.0,False,107513.88000000002
INFY.NS,2021-10-14,2021-11-16,1494.37,1495,1585,1524.96,1574.88,5.39,0.2068,1.255,4,29.96,2.005,66,3294.87,166.65,True,110808.75000000001
ICICIBANK.NS,2021-10-14,2021-11-16,705.5,705,745,718.89,741.14,5.05,0.204,0.986,3,13.89,1.969,143,3182.12,160.2,True,113990.87000000002
ABREL.NS,2021-10-14,2021-11-16,948.09,950,1025,975.96,833.5,-12.09,0.3504,0.959,4,25.96,2.738,77,-1998.72,-100.0,False,111992.15000000002
RELIANCE.NS,2021-10-14,2021-11-16,1223.06,1225,1300,1249.55,1140.4,-6.76,0.2134,1.193,3,24.55,2.007,81,-1988.77,-100.0,False,110003.38000000002
ICICIBANK.NS,2021-10-18,2021-11-17,723.1,725,770,739.51,738.48,2.13,0.2182,1.059,4,14.51,2.006,137,-141.15,-7.1,False,109862.23000000001
HDFCBANK.NS,2021-10-18,2021-11-17,781.53,780,830,796.82,716.26,-8.35,0.2066,1.096,4,16.82,2.153,118,-1985.26,-100.0,False,107876.97000000002
INFY.NS,2021-10-18,2021-11-17,1560.91,1560,1675,1598.15,1570.62,0.62,0.2554,1.42,4,38.15,2.444,52,-1431.56,-72.17,False,106445.41000000002
INFY.NS,2021-10-19,2021-11-18,1587.04,1585,1705,1624.91,1563.54,-1.48,0.2591,1.479,4,39.91,2.515,50,-1995.46,-100.0,False,104449.95000000001
INFY.NS,2021-10-20,2021-11-22,1569.8,1570,1685,1608.04,1545.97,-1.52,0.2585,1.488,3,38.04,2.423,52,-1978.06,-100.0,False,102471.89000000001
ICICIBANK.NS,2021-10-21,2021-11-23,732.85,735,775,748.33,729.31,-0.48,0.2066,1.17,3,13.33,1.819,150,-1999.75,-100.0,False,100472.14000000001
APARINDS.NS,2021-10-21,2021-11-23,684.07,685,735,701.59,647.68,-5.32,0.2723,1.092,3,16.59,2.425,120,-1990.93,-100.0,False,98481.21000000002
APOLLO.NS,2021-10-22,2021-11-24,11.72,10,15,11.78,11.3,-3.53,0.285,0.773,4,1.78,15.159,1126,-533.53,-26.68,False,97947.68000000002
ICICIBANK.NS,2021-10-25,2021-11-25,816.47,815,880,839.11,728.53,-10.77,0.4075,1.631,4,24.11,2.953,82,-1977.12,-100.0,False,95970.56000000001
TITAN.NS,2021-10-26,2021-11-26,2415.03,2415,2610,2488.25,2255.21,-6.62,0.4797,1.752,3,73.25,3.033,27,-1977.71,-100.0,False,93992.85000000002
ICICIBANK.NS,2021-10-26,2021-11-26,804.53,805,870,828.63,700.55,-12.92,0.415,1.613,3,23.63,2.937,84,-1984.74,-100.0,False,92008.11000000002
BAJFINANCE.NS,2021-10-26,2021-11-26,766.05,765,815,781.97,663.79,-13.35,0.2241,1.183,4,16.97,2.215,117,-1985.62,-100.0,False,90022.49000000002
RELIANCE.NS,2021-10-26,2021-11-26,1205.24,1205,1290,1232.93,1092.71,-9.34,0.2386,1.22,3,27.93,2.317,71,-1983.01,-100.0,False,88039.48000000003
RELIANCE.NS,2021-10-27,2021-11-29,1190.0,1190,1275,1217.87,1105.8,-7.08,0.2432,1.24,3,27.87,2.342,71,-1979.12,-100.0,False,86060.36000000002
TITAN.NS,2021-10-27,2021-11-29,2420.29,2420,2615,2493.32,2286.59,-5.52,0.4785,1.522,3,73.32,3.029,27,-1979.51,-100.0,False,84080.85000000002
INFY.NS,2021-10-27,2021-11-29,1519.21,1520,1635,1557.44,1490.57,-1.89,0.2618,1.466,3,37.44,2.464,53,-1984.24,-100.0,False,82096.61000000002
APOLLO.NS,2021-10-27,2021-11-29,11.82,10,15,11.88,10.84,-8.31,0.298,0.792,4,1.88,15.905,1063,-1106.94,-55.39,False,80989.67000000001
ANGELONE.NS,2021-10-28,2021-11-30,116.25,115,125,119.08,92.75,-20.22,0.7354,1.443,3,4.08,3.507,490,-1997.81,-100.0,False,78991.86000000002
TITAN.NS,2021-10-28,2021-11-30,2336.72,2335,2525,2407.1,2337.06,0.01,0.5014,1.468,3,72.1,3.086,27,-1891.04,-97.14,False,77100.82000000002
INFY.NS,2021-10-28,2021-11-30,1497.2,1495,1610,1533.51,1504.89,0.51,0.268,1.47,3,38.51,2.572,51,-1459.5,-74.32,False,75641.32000000002
RELIANCE.NS,2021-10-28,2021-11-30,1176.95,1175,1260,1203.48,1089.45,-7.43,0.245,1.245,3,28.48,2.42,70,-1993.69,-100.0,False,73647.63000000002
ABB.NS,2021-10-29,2021-12-01,2072.98,2075,2240,2132.84,1973.23,-4.81,0.3563,1.332,4,57.84,2.79,34,-1966.48,-100.0,False,71681.15000000002
TITAN.NS,2021-11-01,2021-12-02,2367.36,2365,2555,2437.47,2347.88,-0.82,0.5015,1.371,3,72.47,3.061,27,-1956.61,-100.0,False,69724.54000000002
APOLLO.NS,2021-11-01,2021-12-02,11.59,10,15,11.65,11.02,-4.9,0.2597,0.904,3,1.65,14.237,1211,-759.46,-38.0,False,68965.08000000002
APARINDS.NS,2021-11-01,2021-12-02,657.38,655,710,674.67,664.04,1.01,0.348,1.115,3,19.67,2.992,101,-1073.65,-54.05,False,67891.43000000002
ABB.NS,2021-11-01,2021-12-02,2033.67,2035,2195,2091.86,2066.08,1.59,0.3651,1.452,4,56.86,2.796,35,-902.23,-45.34,False,66989.20000000001
BAJFINANCE.NS,2021-11-01,2021-12-02,722.97,725,775,740.95,700.21,-3.15,0.2421,1.36,3,15.95,2.205,125,-1993.13,-100.0,False,64996.07000000002
TITAN.NS,2021-11-02,2021-12-03,2414.24,2415,2605,2487.22,2330.91,-3.45,0.5027,1.183,3,72.22,2.992,27,-1950.05,-100.0,False,63046.02000000002
APOLLO.NS,2021-11-02,2021-12-03,11.64,10,15,11.7,11.01,-5.44,0.2443,0.834,4,1.7,14.582,1178,-812.05,-40.61,False,62233.970000000016
APARINDS.NS,2021-11-02,2021-12-03,672.68,675,725,692.51,650.86,-3.24,0.3549,1.006,3,17.51,2.603,114,-1995.91,-100.0,False,60238.06000000001
BAJFINANCE.NS,2021-11-03,2021-12-06,732.95,735,780,749.84,677.9,-7.51,0.2292,1.26,3,14.84,2.024,134,-1988.09,-100.0,False,58249.970000000016
APARINDS.NS,2021-11-04,2021-12-07,670.02,670,725,689.09,669.35,-0.1,0.3459,0.965,3,19.09,2.849,104,-1985.24,-100.0,False,56264.73000000002
APOLLO.NS,2021-11-04,2021-12-07,11.98,10,15,12.04,11.0,-8.23,0.2381,0.881,4,2.04,17.011,980,-1019.72,-51.04,False,55245.01000000002
TITAN.NS,2021-11-04,2021-12-07,2392.4,2390,2585,2463.99,2342.03,-2.11,0.4973,1.074,3,73.99,3.093,27,-1997.71,-100.0,False,53247.30000000002
ICICIBANK.NS,2021-11-04,2021-12-07,758.65,760,820,781.99,712.62,-6.07,0.4377,1.73,3,21.99,2.899,90,-1979.39,-100.0,False,51267.91000000002
BAJFINANCE.NS,2021-11-04,2021-12-07,733.81,735,780,750.12,692.66,-5.61,0.2292,1.248,3,15.12,2.06,132,-1995.56,-100.0,False,49272.35000000002
TITAN.NS,2021-11-08,2021-12-08,2495.7,2495,2695,2566.91,2366.62,-5.17,0.3791,1.079,4,71.91,2.881,27,-1941.61,-100.0,False,47330.74000000002
APARINDS.NS,2021-11-08,2021-12-08,653.61,655,705,672.5,661.72,1.24,0.3507,0.922,3,17.5,2.678,114,-1229.24,-61.6,False,46101.50000000002
BHARTIARTL.NS,2021-11-08,2021-12-08,692.95,695,740,709.9,698.96,0.87,0.2491,1.089,3,14.9,2.15,134,-1465.49,-73.42,False,44636.010000000024
INFY.NS,2021-11-08,2021-12-08,1526.73,1525,1650,1566.15,1540.65,0.91,0.2816,0.909,3,41.15,2.696,48,-1224.03,-61.96,False,43411.980000000025
ICICIBANK.NS,2021-11-08,2021-12-08,756.76,755,815,777.67,730.81,-3.43,0.4364,1.76,3,22.67,2.995,88,-1994.7,-100.0,False,41417.28000000003
APOLLO.NS,2021-11-08,2021-12-08,12.47,10,15,12.52,11.15,-10.59,0.2745,0.897,5,2.52,20.195,794,-1087.97,-54.42,False,40329.31000000003
INFY.NS,2021-11-09,2021-12-09,1531.12,1530,1650,1569.73,1549.53,1.2,0.2741,0.86,4,39.73,2.595,50,-1010.33,-50.85,False,39318.980000000025
APOLLO.NS,2021-11-09,2021-12-09,12.37,10,15,12.42,11.14,-9.95,0.2763,0.892,4,2.42,19.561,826,-1058.71,-52.98,False,38260.270000000026
ABB.NS,2021-11-10,2021-12-10,2122.65,2125,2290,2184.6,2214.28,4.32,0.3899,1.611,3,59.6,2.808,33,979.54,49.81,True,39239.81000000003
APARINDS.NS,2021-11-10,2021-12-10,677.6,680,730,696.5,655.49,-3.26,0.2927,0.895,5,16.5,2.434,121,-1995.91,-100.0,False,37243.90000000002
ANANTRAJ.NS,2021-11-10,2021-12-10,74.4,75,80,76.87,76.98,3.47,0.5021,0.949,3,1.87,2.517,1067,115.29,5.77,True,37359.190000000024
BHARTIARTL.NS,2021-11-11,2021-12-13,712.1,710,765,728.77,687.18,-3.5,0.2698,1.045,3,18.77,2.636,106,-1989.61,-100.0,False,35369.58000000002
APARINDS.NS,2021-11-11,2021-12-13,704.09,705,760,723.81,696.37,-1.1,0.3234,1.0,4,18.81,2.672,106,-1994.26,-100.0,False,33375.32000000002
RELIANCE.NS,2021-11-11,2021-12-13,1157.0,1155,1225,1178.91,1091.37,-5.67,0.2015,0.945,3,23.91,2.066,83,-1984.3,-100.0,False,31391.02000000002
INFY.NS,2021-11-12,2021-12-14,1564.25,1565,1690,1605.43,1539.6,-1.58,0.2751,0.861,4,40.43,2.585,49,-1981.05,-100.0,False,29409.970000000016
