Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,HV,RSI,Debit/unit,Debit_pct,Units,PnL/unit,PnL_Total,Return_%,Win,M1_Breakout,M2_Regime,F1_RSI,F2_Volume,F3_Trend,FlexScore,Capital
AGARIND.NS,2022-10-10,2022-11-25,720.13,720,740,728.95,629.24,0.5294,68.7,8.95,1.243,120194908576281930962483779305766272652493252742696967577084607937858502656,-8.95,-1.0758255488495385e+75,-100.0,False,1,1,1,1,1,3,5.271545189362738e+76
ANTELOPUS.NS,2022-10-10,2022-11-25,329.4,330,340,334.3,288.8,0.77,67.2,4.3,1.305,3043377895439927563532534761151823380524016061113193787254495026774290726912,-4.3,-1.3085353462558804e+76,-100.0,False,1,1,1,1,1,3,6.411823196653815e+77
ASIANHOTNR.NS,2022-10-11,2022-11-28,95.25,95,100,97.13,88.0,0.3987,55.3,2.13,2.236,322400348731173936552397007876575793552857508019493380692051922609584300097536,-2.13,-6.867595970114437e+77,-100.0,False,1,1,1,0,1,2,3.365122025356074e+79
ACEINTEG.NS,2022-10-11,2022-11-28,41.55,40,45,42.12,55.0,0.2687,,2.12,5.097,1898576239278140264183842088882961814096557206126619233083948462752407748608,2.88,5.47179434237929e+75,136.08,True,1,1,0,1,1,2,2.0652613704294988e+77
APOLLO.NS,2022-10-12,2022-11-29,19.86,20,25,21.47,27.2,0.8016,66.0,1.47,7.4,27549517083152846296317906642959441172806697813754887473415512710964647559168,3.53,9.72708368166298e+76,240.31,True,1,1,1,1,1,3,2.1211082667733516e+78
ASTEC.NS,2022-10-13,2022-11-30,2143.16,2145,2205,2172.01,2043.37,0.3581,74.4,27.01,1.26,10194917838246182895973503004304793728997992081891959355709827604282771243008,-27.01,-2.754033715538852e+77,-100.0,False,1,1,1,1,1,3,1.3494765206140372e+79
APOLLO.NS,2022-10-13,2022-11-30,21.58,20,25,21.99,27.46,0.8408,70.9,1.99,9.229,21302930052472769857132878919245626736128793851010556067053044991868041953280,3.01,6.409248492689682e+76,151.08,True,1,1,1,1,1,3,2.1852007517002484e+78
ACEINTEG.NS,2022-10-13,2022-11-30,42.0,40,45,42.33,55.4,0.267,,2.33,5.544,1773988423610808224027116033487967538134447008957154236765773808733236756480,2.67,4.739419377195044e+75,114.74,True,1,1,0,1,1,2,2.112655564201449e+77
APOLLO.NS,2022-10-14,2022-12-01,23.61,25,30,26.35,26.86,0.8817,80.8,1.35,5.706,32436721125166292371954010356726880293470588150233863923437774900950999236608,0.51,1.655981803039781e+76,37.89,True,1,1,0,1,1,2,2.2017605697306463e+78
ASTEC.NS,2022-10-17,2022-12-02,2173.28,2175,2240,2204.08,1988.19,0.3771,79.0,29.08,1.338,9280994790170817750733466092367309630677143602789038219996935748192112214016,-29.08,-2.6989530412280745e+77,-100.0,False,1,1,1,1,1,3,1.3224869902017564e+79
ATLANTAA.NS,2022-10-17,2022-12-02,30.7,30,35,31.86,19.25,1.149,84.6,1.86,6.058,237582157195194083976529049690260635751877377744464645559921491250433035862016,-1.86,-4.4188000293602796e+77,-100.0,False,1,1,0,1,1,2,2.165212014386537e+79
ANANTRAJ.NS,2022-10-17,2022-12-02,107.49,105,110,107.28,101.33,0.7526,75.8,2.28,2.12,1089284852572605838147206604634670607604971194834821666683634593820087156736,-2.28,-2.4827208972202613e+75,-100.0,False,1,1,1,1,1,3,1.2165332396379278e+77
APARINDS.NS,2022-10-17,2022-12-02,1444.74,1445,1490,1464.81,1540.55,0.5997,70.2,19.81,1.372,1064983171409165427586819002334530909258925860434864061394048116177770643456,25.19,2.682183514307479e+76,127.1,True,1,1,1,1,1,3,1.0819422136599573e+78
APARINDS.NS,2022-10-18,2022-12-05,1466.58,1465,1510,1484.94,1529.61,0.6,74.5,19.94,1.359,1085369151701647767917272687515040781995001416641947375890399557738641227776,25.06,2.7202767553375004e+76,125.71,True,1,1,1,0,1,2,1.1091449812133323e+78
360ONE.NS,2022-10-19,2022-12-06,439.5,440,455,446.61,414.89,0.4059,62.9,6.61,1.503,64061665500569556613728290437796798944679603807180199911622146010071957504,-6.61,-4.231763188024728e+74,-100.0,False,1,1,1,0,1,2,2.0735639621321167e+76
APARINDS.NS,2022-10-19,2022-12-06,1497.9,1500,1545,1519.8,1576.52,0.5761,80.1,19.8,1.322,1120106945865131923643480484453397635355659618493116943493580597404303884288,25.2,2.822191293966429e+76,127.22,True,1,1,0,1,1,2,1.1373668941529966e+78
ANSALAPI.NS,2022-10-19,2022-12-06,24.5,25,30,26.26,15.9,0.4995,66.5,1.26,5.135,10816294446794986991498929112819062989057624858054729763973649664429793476608,-1.26,-1.3606879626034325e+76,-100.0,False,1,1,1,1,1,3,6.66737101675682e+77
AEGISLOG.NS,2022-10-19,2022-12-06,287.43,285,295,289.6,312.52,0.4912,69.2,4.6,1.601,252137907111756240709298001952749537904198927101794007829917686262721937408,5.4,1.3613897897127584e+75,117.36,True,1,1,1,1,1,3,5.936085385995295e+76
ASTEC.NS,2022-10-20,2022-12-07,2248.19,2250,2315,2279.17,1902.09,0.3843,83.2,29.17,1.297,9068993555592092660623386407155719722541538571853988614942068798637115179008,-29.17,-2.644973980403513e+77,-100.0,False,1,1,0,1,1,2,1.2960372503977213e+79
ALLCARGO.NS,2022-10-20,2022-12-07,105.1,105,110,107.15,103.0,0.4936,56.8,2.15,2.042,1158892211379760980891526275743304058365398673444231585501854140226798092288,-2.15,-2.4866327907857696e+75,-100.0,False,1,1,1,0,1,2,1.218450067485027e+77
ANSALAPI.NS,2022-10-20,2022-12-07,25.7,25,30,26.69,16.65,0.4795,70.3,1.69,6.575,7891322058533348101708506034547004456218045428606249172805302898742909730816,-1.69,-1.3334742033513642e+76,-100.0,False,1,1,1,1,1,3,6.534023596421683e+77
AEGISLOG.NS,2022-10-20,2022-12-07,289.54,290,300,294.38,324.34,0.4856,69.4,4.38,1.512,271107038392618626161828251142158323285398279661198527971148382433477394432,5.62,1.5238533067271273e+75,128.36,True,1,1,1,1,1,3,6.088470716668009e+76
ALKALI.NS,2022-10-20,2022-12-07,138.11,140,145,142.01,136.85,0.9979,79.0,2.01,1.453,1390961464400673255807338580205661582638044500900550515629052405757859856384,-2.01,-2.7915011314046284e+75,-100.0,False,1,1,1,1,1,3,1.367835554388268e+77
ANANTRAJ.NS,2022-10-20,2022-12-07,107.94,110,115,111.97,100.53,0.8023,73.8,1.97,1.828,1232813997017399568568878421677435311926924468715010947057274101582727741440,-1.97,-2.433066479275856e+75,-100.0,False,1,1,1,1,1,3,1.1922025748451693e+77
ANSALAPI.NS,2022-10-21,2022-12-08,26.95,25,30,27.2,17.45,0.4838,76.2,2.2,8.163,5940179440833746764973329098445868773865714845685738392267484812022965600256,-2.2,-1.3068047192843367e+76,-100.0,False,1,1,1,1,1,3,6.403343124493249e+77
ARVINDFASN.NS,2022-10-24,2022-12-09,340.1,340,350,344.47,324.63,0.513,68.5,4.47,1.314,24419256287565035324167311305211963234591661866406905086159627859749708496896,-4.47,-1.0910205192700085e+77,-100.0,False,1,1,1,0,1,2,5.3460005444230416e+78
ANSALAPI.NS,2022-10-24,2022-12-09,28.25,30,35,31.04,18.3,0.5012,86.5,1.04,3.682,12312684297763504273058532045629411501576903452797416174509940924856456445952,-1.04,-1.2806686248986499e+76,-100.0,False,1,1,0,1,1,2,6.275276262003385e+77
ANSALAPI.NS,2022-10-25,2022-12-12,29.65,30,35,31.47,17.6,0.5102,87.3,1.47,4.956,8541359119661624354126435920321861936495179310938865599548667928863506956288,-1.47,-1.2550552524006771e+76,-100.0,False,1,1,0,1,1,2,6.149770736763317e+77
APARINDS.NS,2022-10-25,2022-12-12,1502.49,1500,1550,1522.18,1573.29,0.5616,61.2,22.18,1.476,1025738584259786194393909781580863112851046881248219118763015760312702861312,27.82,2.8539591329929378e+76,125.46,True,1,1,1,0,1,2,1.1659064854829259e+78
ANSALAPI.NS,2022-10-27,2022-12-13,30.6,30,35,31.77,17.6,0.5006,87.6,1.77,5.779,6954878512527403690116729679683831829878251849392014563450451822024807415808,-1.77,-1.2299541473526634e+76,-100.0,False,1,1,0,1,1,2,6.026775322028051e+77
APARINDS.NS,2022-10-27,2022-12-13,1504.93,1505,1550,1524.97,1672.33,0.553,58.0,19.97,1.327,1167444339782829804909659258154163103645521885189010552194810485180697935872,25.03,2.921686558056882e+76,125.3,True,1,1,1,0,1,2,1.1951233510634947e+78
ARVINDFASN.NS,2022-10-27,2022-12-13,369.24,370,380,374.47,331.57,0.4339,77.6,4.47,1.21,23933217515703040465326704049048220498100132925110747554741182422615473520640,-4.47,-1.0692001088846083e+77,-100.0,False,1,1,1,1,1,3,5.2390805335345805e+78
ANANTRAJ.NS,2022-10-27,2022-12-13,109.48,110,115,112.07,106.69,0.7814,58.4,2.07,1.894,1149665154022675137749122738107975693804760236459194310937041400090689798144,-2.07,-2.3844051496903387e+75,-100.0,False,1,1,1,0,1,2,1.168358523348266e+77
ANANTRAJ.NS,2022-10-28,2022-12-14,114.1,115,120,117.06,109.08,0.7611,64.5,2.06,1.807,1133282578451687023829796639745468768187552318212341147577157707633426169856,-2.06,-2.336717046696532e+75,-100.0,False,1,1,1,0,1,2,1.1449913528813006e+77
ARTEMISMED.NS,2022-10-28,2022-12-14,66.6,65,70,67.28,80.57,0.3101,63.4,2.28,3.429,32491456305095542166999128373132555704113882131704781387754088681009450057728,2.72,8.826071723703571e+76,118.96,True,1,1,1,1,1,3,3.798088931659136e+78
AEGISLOG.NS,2022-10-28,2022-12-14,304.4,305,315,309.39,342.19,0.4829,70.4,4.39,1.442,277384008511644960867065932530092772103590980797944664843408451069383016448,5.61,1.5561459417828477e+75,127.79,True,1,1,1,1,1,3,6.244085310846293e+76
ABFRL.NS,2022-10-31,2022-12-15,353.9,355,365,359.41,308.55,0.2799,65.9,4.41,1.245,61637355982878988988870707745895114799826348748238879119730239072326647808,-4.41,-2.715187387273787e+74,-100.0,False,1,1,1,1,1,3,1.3304418197641556e+76
AIAENG.NS,2022-10-31,2022-12-15,2647.32,2645,2725,2680.62,2671.8,0.1744,76.7,35.62,1.345,30390733864350522145792294926288011371988296189938487944983259520524353536,-8.82,-2.678946571884862e+74,-24.75,False,1,1,1,0,1,2,5.3854576563611045e+76
ARTEMISMED.NS,2022-10-31,2022-12-15,70.93,70,75,72.15,77.19,0.3717,72.1,2.15,3.029,35351863135914483185417913000512539991778919042270282295591795682241719304192,2.85,1.007975370463897e+77,132.7,True,1,1,1,1,1,3,3.898886468705525e+78
AIAENG.NS,2022-11-01,2022-12-16,2664.99,2665,2745,2700.23,2638.09,0.1746,77.3,35.23,1.322,30573445403899378370288749392549436920666568813234917366312757715848396800,-35.23,-1.077091531272221e+75,-100.0,False,1,1,1,0,1,2,5.2777485032338825e+76
ABFRL.NS,2022-11-01,2022-12-16,358.15,360,370,364.31,303.35,0.2602,79.1,4.31,1.204,61702499132757070091917507740242998381614275238976003777056864967929626624,-4.31,-2.6608836395283114e+74,-100.0,False,1,1,1,1,1,3,1.3038329833688726e+76
ARVINDFASN.NS,2022-11-01,2022-12-16,371.37,370,385,376.67,320.67,0.4312,72.1,6.67,1.796,15708905862483609967235416798783624672212752481281234485538798090141665591296,-6.67,-1.047816106706916e+77,-100.0,False,1,1,1,0,1,2,5.1342989228638886e+78
ASTRAZEN.NS,2022-11-01,2022-12-16,3396.75,3395,3500,3442.25,3360.3,0.3044,72.0,47.25,1.391,6115153952160839422311359454096365633287607368786818382003327880363530780672,-47.25,-2.889551229175422e+77,-100.0,False,1,1,1,1,1,3,1.4158801022959566e+79
ACCELYA.NS,2022-11-02,2022-12-19,1121.64,1120,1155,1135.7,1271.42,0.4849,80.3,15.7,1.4,157769676812719367991345457359183530766526362409000698593649147675435597824,19.3,3.0449436270072525e+75,122.93,True,1,1,0,1,1,2,1.268946966989035e+77
ASTERDM.NS,2022-11-02,2022-12-19,200.56,200,205,202.33,167.33,0.3607,76.3,2.33,1.162,103570628829700938540634586464611136322835131113053179417877681164788177043456,-2.33,-2.413194563895937e+77,-100.0,False,1,1,1,1,1,3,1.1824653363090092e+79
ASTERDM.NS,2022-11-03,2022-12-20,203.58,205,210,207.18,172.65,0.3549,77.7,2.18,1.072,108339741288309225250748030954615252616815077878907319227523707418383361245184,-2.18,-2.3649306726180185e+77,-100.0,False,1,1,1,1,1,3,1.158816029582829e+79
ARMANFIN.NS,2022-11-03,2022-12-20,1565.65,1565,1615,1587.39,1428.4,0.3903,71.5,22.39,1.43,4388719322561369914887541678571383977342190627361500472149027389473520877568,-22.39,-9.826561462678734e+76,-100.0,False,1,1,1,1,1,3,4.815015116712579e+78
ARTEMISMED.NS,2022-11-04,2022-12-21,73.56,75,80,76.78,76.65,0.431,72.7,1.78,2.415,43888596931726956889174758279776938876843858360580853005226387048037926043648,-0.13,-5.766401641982822e+75,-7.39,False,1,1,1,1,1,3,3.893120067063542e+78
ANANTRAJ.NS,2022-11-04,2022-12-21,114.2,115,120,117.08,104.71,0.5097,64.6,2.08,1.823,1100244956014226281691524684808411351891012441110354643475064931339934367744,-2.08,-2.289982705762601e+75,-100.0,False,1,1,1,0,1,2,1.1220915258236745e+77
ACE.NS,2022-11-04,2022-12-21,326.12,325,335,329.51,303.88,0.5319,74.4,4.51,1.383,417370835373598756844934393260683256745811022070311396645208798981915672576,-4.51,-1.8831089392215827e+75,-100.0,False,1,1,1,1,1,3,9.227233802185756e+76
ACE.NS,2022-11-07,2022-12-22,332.59,335,345,339.3,291.04,0.5301,77.5,4.3,1.292,429377289124021671308979113469026084244779573217286412868564468724211384320,-4.3,-1.8454467604371512e+75,-100.0,False,1,1,1,1,1,3,9.042689126142041e+76
ADANIENT.NS,2022-11-07,2022-12-22,3953.41,3955,4070,4006.74,3861.52,0.3598,92.6,51.74,1.309,62769910661177327642603081088159291107250775130233337171859622603299749888,-51.74,-3.2479572121222463e+75,-100.0,False,1,1,0,1,1,2,1.591499033939901e+77
ARTEMISMED.NS,2022-11-07,2022-12-22,75.7,75,80,77.13,73.71,0.4103,76.2,2.13,2.816,36519504530262352998037561513246813802374014581623164353324688673357881671680,-2.13,-7.786240134127084e+76,-100.0,False,1,1,1,1,1,3,3.815257665722271e+78
APOLLOTYRE.NS,2022-11-07,2022-12-22,287.41,285,295,289.76,302.27,0.2311,75.0,4.76,1.655,20672250666404906331812314330670229790599205876525354024562556312786871255040,5.24,1.0838060939256039e+77,110.21,True,1,1,1,1,1,3,5.025475472966993e+78
ATGL.NS,2022-11-07,2022-12-22,3795.19,3795,3910,3846.71,3546.69,0.3377,87.0,51.71,1.362,9079811903243594636782669361800223275006840295629513638258643990948593270784,-51.71,-4.694897565385468e+77,-100.0,False,1,1,0,1,1,2,2.3004998070388795e+79
ACEINTEG.NS,2022-11-07,2022-12-22,50.9,50,55,52.06,53.05,0.5406,74.6,2.06,4.056,2046603752985437456496649382953786848310003975227969782123102177755779825664,0.99,2.016828756767938e+75,47.73,True,1,1,1,0,1,2,2.1328238517691286e+77
ARTEMISMED.NS,2022-11-09,2022-12-23,76.15,75,80,77.21,69.39,0.4086,76.8,2.21,2.904,34505011136123864573507032725501533846330517871055202706255220247519259787264,-2.21,-7.630515331444543e+76,-100.0,False,1,1,1,0,1,2,3.738952512407826e+78
ASTRAZEN.NS,2022-11-09,2022-12-23,3522.26,3520,3630,3569.5,3276.24,0.3444,85.2,49.5,1.405,5720458192470642534546614763794461233003367321253785141529505351123100237824,-49.5,-2.8317602045919133e+77,-100.0,False,1,1,0,1,1,2,1.3875625002500374e+79
ACCELYA.NS,2022-11-09,2022-12-23,1173.26,1175,1210,1190.5,1099.52,0.5024,78.9,15.5,1.321,163722349262117044318929418673881965763319613219796692422021292523517902848,-15.5,-2.5378939339780704e+75,-100.0,False,1,1,1,1,1,3,1.2435680276492544e+77
ADANIENT.NS,2022-11-09,2022-12-23,3989.94,3990,4110,4043.96,3635.58,0.3527,92.3,53.96,1.353,58983629343875818591094560610782099301785511512950412857872151242417897472,-53.96,-3.1829980678798015e+75,-100.0,False,1,1,0,1,1,2,1.5596690532611028e+77
ANANTRAJ.NS,2022-11-09,2022-12-23,114.75,115,120,117.13,89.39,0.4994,62.6,2.13,1.859,1052051299597483656934543587776913513461097944191117979806921878630622560256,-2.13,-2.2441830516473494e+75,-100.0,False,1,1,1,0,1,2,1.099649695307201e+77
ACCELYA.NS,2022-11-10,2022-12-26,1247.42,1245,1285,1262.87,1132.4,0.5278,78.5,17.87,1.433,139152551461470378217587842362994734689695928366630625301901573643720196096,-17.87,-2.4871360552985094e+75,-100.0,False,1,1,1,1,1,3,1.2186966670962693e+77
ACEINTEG.NS,2022-11-11,2022-12-27,53.3,55,60,56.67,52.5,0.6099,69.7,1.67,3.14,2548699909425101546155138359798503392941864857918087900474488279711438864384,-1.67,-4.2656477035382574e+75,-100.0,False,1,1,1,0,1,2,2.090167374733746e+77
ALLCARGO.NS,2022-11-11,2022-12-27,108.66,110,115,112.0,95.89,0.4661,55.7,2.0,1.842,1217359127964498974559924132220142488229840458599840213265391897777872568320,-2.0,-2.436900134970054e+75,-100.0,False,1,1,1,1,1,3,1.1940810661353266e+77
AEGISLOG.NS,2022-11-11,2022-12-27,309.43,310,320,314.4,330.42,0.4652,63.5,4.4,1.423,283645903628032603948456501863958127233809968062657190979136165810288984064,5.6,1.5876419741110675e+75,127.13,True,1,1,1,0,1,2,6.4028495082574e+76
ARMANFIN.NS,2022-11-11,2022-12-27,1567.25,1565,1615,1587.57,1401.55,0.3572,61.8,22.57,1.44,4267260783559651827609762912981180240081987578397909093797635435339230216192,-22.57,-9.630030233425157e+76,-100.0,False,1,1,1,0,1,2,4.718714814378327e+78
ATGL.NS,2022-11-11,2022-12-27,3795.39,3795,3910,3846.71,3348.31,0.3583,77.4,51.71,1.363,8897215576380941060274783990346209082511906378803470480919286747722806198272,-51.71,-4.600999614077759e+77,-100.0,False,1,1,1,0,1,2,2.254489810898102e+79
ANANTRAJ.NS,2022-11-11,2022-12-27,115.94,115,120,117.25,97.55,0.5017,64.0,2.25,1.939,978413168737236672797160933237463002270265069304548759474015273692375810048,-2.25,-2.199299390614402e+75,-100.0,False,1,1,1,0,1,2,1.077656701401057e+77
ALLCARGO.NS,2022-11-14,2022-12-28,113.52,115,120,117.01,98.63,0.4779,73.8,2.01,1.769,1188939491258252115457063460564119212781472013097556142206316267213936394240,-2.01,-2.388162132270653e+75,-100.0,False,1,1,1,1,1,3,1.17019944481262e+77
ACE.NS,2022-11-14,2022-12-28,343.38,345,355,349.36,289.6,0.5306,73.5,4.36,1.27,414825383235045597705718475845729158818145216685405810318576895519738560512,-4.36,-1.8085378252284082e+75,-100.0,False,1,1,1,1,1,3,8.8618353436192e+76
ARMANFIN.NS,2022-11-14,2022-12-28,1573.65,1575,1620,1595.22,1392.35,0.357,69.8,20.22,1.285,4667448468334443951899610601133874026200424656069298558584760912086835396608,-20.22,-9.437429628756655e+76,-100.0,False,1,1,1,0,1,2,4.624340518090761e+78
ACCELYA.NS,2022-11-14,2022-12-28,1304.42,1305,1345,1322.7,1217.53,0.5456,82.9,17.7,1.357,137669484955493596276412001710477480242456312056549873377299087294493360128,-17.7,-2.4373933341925386e+75,-100.0,False,1,1,0,1,1,2,1.1943227337543438e+77
ACEINTEG.NS,2022-11-14,2022-12-28,55.95,55,60,57.1,51.0,0.6231,67.1,2.1,3.747,1993749624475019434338718743327120007726298057299439800658466265041570103296,-2.1,-4.180334749467493e+75,-100.0,False,1,1,1,0,1,2,2.048364027239071e+77
AMBUJACEM.NS,2022-11-14,2022-12-28,570.28,570,585,576.87,509.45,0.2971,77.7,6.87,1.205,213510823119265141575088200879237447933176940978930756141441195478213459968,-6.87,-1.4677972129596882e+75,-100.0,False,1,1,1,0,1,2,7.192206343502472e+76
APOLLO.NS,2022-11-14,2022-12-28,23.8,25,30,26.06,26.63,0.5222,62.0,1.06,4.444,41629885411862704866089433228807987187806720944431818610459564885932955926528,0.57,2.375032206583116e+76,53.93,True,1,1,1,0,1,2,2.2255108917964776e+78
AMBUJACEM.NS,2022-11-15,2022-12-29,576.32,575,595,583.99,513.72,0.2971,78.0,8.99,1.56,159973744948343732577495034343271522439031949436994614802469466374448087040,-8.99,-1.4384412687004945e+75,-100.0,False,1,1,1,1,1,3,7.048362216632423e+76
ACEINTEG.NS,2022-11-15,2022-12-29,58.7,60,65,61.79,54.0,0.6316,78.5,1.79,3.055,2284789953253327370738804529184251448631705944245283781171872442230148956160,-1.79,-4.096728054478142e+75,-100.0,False,1,1,1,0,1,2,2.0073967466942896e+77
ARMANFIN.NS,2022-11-15,2022-12-29,1577.55,1580,1625,1600.13,1436.9,0.3554,68.8,20.13,1.276,4594859548034967776717859608112763525924315569173424072392470741950725619712,-20.13,-9.248681036181523e+76,-100.0,False,1,1,1,1,1,3,4.5318537077289456e+78
APARINDS.NS,2022-11-15,2022-12-29,1563.42,1565,1610,1584.93,1719.73,0.5566,59.9,19.93,1.275,1199316911824361440844462585201161581450708587746792810181605188626087411712,25.07,3.006679401082637e+76,125.79,True,1,1,1,1,1,3,1.2251901450743211e+78
ADROITINFO.NS,2022-11-15,2022-12-29,14.39,15,20,16.04,17.01,0.7245,70.5,1.04,7.224,1458229203291453974116648933923310914977057079719869214131537027190308732928,0.97,1.4074517104488844e+75,92.82,True,1,1,1,0,1,2,7.722422957427448e+76
APOLLO.NS,2022-11-15,2022-12-29,24.31,25,30,26.06,27.75,0.4203,59.5,1.06,4.353,42059285438528965246537621851845420638353981526711380465258162432996372643840,1.69,7.120833055066525e+76,159.98,True,1,1,1,0,1,2,2.296719222347143e+78
AEGISLOG.NS,2022-11-15,2022-12-29,312.23,310,320,314.61,339.54,0.4859,65.9,4.61,1.475,278046679835896501602044367743213512057547554538741179562709838731646337024,5.39,1.4998968967074852e+75,117.13,True,1,1,1,0,1,2,6.552839197928148e+76
ANANTRAJ.NS,2022-11-15,2022-12-29,117.68,120,125,121.96,104.66,0.5079,67.4,1.96,1.662,1102137638974087892483591890659018392987712929553402263841133493068905840640,-1.96,-2.155313402802114e+75,-100.0,False,1,1,1,0,1,2,1.0561035673730359e+77
ACEINTEG.NS,2022-11-16,2022-12-30,61.1,60,65,62.14,54.25,0.6336,80.7,2.14,3.495,1879847908613783893625033699866593115588475711312257179920682747056627908608,-2.14,-4.0147934933885795e+75,-100.0,False,1,1,0,1,1,2,1.967248811760404e+77
ALLCARGO.NS,2022-11-16,2022-12-30,114.1,115,120,117.07,96.64,0.4753,69.7,2.07,1.812,1132089593405536233089778925978751656327830606523574493987141913619806027776,-2.07,-2.34039888962524e+75,-100.0,False,1,1,1,0,1,2,1.1467954559163676e+77
ALICON.NS,2022-11-16,2022-12-30,964.17,965,995,978.28,866.5,0.512,78.3,13.28,1.377,197135220923676883264312557296687621846224717273974446538135531803964866560,-13.28,-2.6172554074129163e+75,-100.0,False,1,1,1,1,1,3,1.282455149632329e+77
ARCHIES.NS,2022-11-17,2023-01-02,26.1,25,30,26.92,25.0,0.7513,80.1,1.92,7.343,49642983524704317774698510943879988550984500708702580214012377988896644923392,-1.92,-9.514733216190001e+76,-100.0,False,1,1,0,1,1,2,4.662219275933101e+78
ADROITINFO.NS,2022-11-17,2023-01-02,14.61,15,20,16.13,18.17,0.7337,59.0,1.13,7.72,1369799678950212806302809094220846188245223563911585610549235941220777197568,2.04,2.7967798367304203e+75,181.08,True,1,1,1,1,1,3,8.00210094110049e+76
ACEINTEG.NS,2022-11-17,2023-01-02,64.15,65,70,66.89,52.85,0.638,90.1,1.89,2.951,2078264515336258067708806596534728414851483865173674935028048332670038441984,-1.89,-3.934497623520808e+75,-100.0,False,1,1,0,1,1,2,1.9279038355251958e+77
ALICON.NS,2022-11-18,2023-01-03,1046.66,1045,1080,1060.6,951.09,0.4985,80.9,15.6,1.491,164372362097254378915494363378909227932029940207021572064778566614252519424,-15.6,-2.564910299264658e+75,-100.0,False,1,1,0,1,1,2,1.2568060466396824e+77
ACEINTEG.NS,2022-11-18,2023-01-03,67.35,65,70,67.31,55.6,0.638,90.4,2.31,3.434,1667350287563747913479565126410765451227928225373303877480762401880836931584,-2.31,-3.855807671050392e+75,-100.0,False,1,1,0,1,1,2,1.8893457588146918e+77
ARCHIES.NS,2022-11-18,2023-01-03,27.55,30,35,31.19,24.65,0.7607,83.3,1.19,4.308,78572045100954364079727417364693994924045846629471661607244206817650952634368,-1.19,-9.324438551866202e+76,-100.0,False,1,1,0,1,1,2,4.568974890414439e+78
ACEINTEG.NS,2022-11-21,2023-01-04,70.7,70,75,72.11,53.95,0.6399,91.5,2.11,2.988,1788943854232557604788488721174455109706459429400870101297483086561565212672,-2.11,-3.778691517629384e+75,-100.0,False,1,1,0,1,1,2,1.851558843638398e+77
APOLLO.NS,2022-11-21,2023-01-04,24.68,25,30,26.2,31.71,0.423,72.6,1.2,4.883,38120296353929504088045243966048272042263421441788389438275363913602347040768,3.8,1.4466709732270467e+77,314.94,True,1,1,1,1,1,3,2.4413863196698476e+78
ARTEMISMED.NS,2022-11-23,2023-01-06,77.89,80,85,81.77,73.02,0.4947,70.7,1.77,2.267,42347820705188438409180412762806509955514211033612390273538416337506694856704,-1.77,-7.477905024815652e+76,-100.0,False,1,1,1,1,1,3,3.664173462159669e+78
AEGISLOG.NS,2022-11-23,2023-01-06,318.07,320,330,324.3,329.84,0.3858,63.2,4.3,1.353,304639866984404816266837687848430913547542595518928970100736845556788232192,5.54,1.6873011639480366e+75,128.75,True,1,1,1,0,1,2,6.721569314322952e+76
AEGISLOG.NS,2022-11-24,2023-01-09,318.55,320,330,324.35,339.78,0.3856,67.1,4.35,1.364,309350932607904155364878610849108241932342053049741016303171127887903326208,5.65,1.7491954632144512e+75,130.12,True,1,1,1,0,1,2,6.896488860644398e+76
AARVI.NS,2022-11-25,2023-01-10,160.65,160,165,162.27,160.51,0.5106,63.2,2.27,1.41,54341330254680068531833274611022040107624610506931495761136196000092782592,-1.76,-9.567648835550977e+73,-77.71,False,1,1,1,1,1,3,6.060362703566555e+75
APOLLO.NS,2022-11-25,2023-01-10,24.69,25,30,26.12,30.76,0.3755,61.0,1.12,4.531,43652122176014439019170942306783900071534134803829160224608775472962496102400,3.88,1.6943288448667525e+77,347.0,True,1,1,1,0,1,2,2.610819204156523e+78
AEGISLOG.NS,2022-11-25,2023-01-10,324.39,325,335,329.43,344.84,0.3882,71.4,4.43,1.365,311427460053043683922549070278889893678788832649386418379546542236741140480,5.57,1.7349768284015574e+75,125.79,True,1,1,1,0,1,2,7.069986543484553e+76
ATALREAL.NS,2022-11-25,2023-01-10,14.23,15,20,16.02,16.37,0.769,64.1,1.02,7.181,328607869613157110393568438365891081032173653957690663688598529988760145231872,0.35,1.1438281142396872e+77,34.06,True,1,1,1,1,1,3,1.6904895097661752e+79
AARVI.NS,2022-11-28,2023-01-11,176.71,175,180,177.3,159.46,0.6031,72.9,2.3,1.304,52595088674200003984934131799284134513683994960736641696698368275532218368,-2.3,-1.212072540713311e+74,-100.0,False,1,1,1,1,1,3,5.939155449495224e+75
ATALREAL.NS,2022-11-28,2023-01-11,14.46,15,20,16.07,17.52,0.7357,65.3,1.07,7.432,314607057242721254152954048397931048728761699862050515952836663073594421542912,1.45,4.5471202631410424e+77,134.49,True,1,1,1,1,1,3,1.7359607123975855e+79
ABCAPITAL.NS,2022-11-28,2023-01-11,137.05,135,140,137.47,147.0,0.2863,66.9,2.47,1.806,45378078297061738205234885166638218391704714741769013133082751697833426944,2.53,1.145830341259661e+74,102.03,True,1,1,1,1,1,3,5.729950902093095e+75
