Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,Move_%,HV20,VolPotential,VectorScore,Debit/unit,Debit_%S,Units,PnL_Total,Return_%,Win,CumPnL,SqueezeBucket
AJMERA.NS,2022-08-02,2022-09-05,56.16,55,60,57.12,55.43,-1.3,0.6251,0.871,4,2.12,3.769,944,-1592.12,-79.68,False,190872.71000000002,0.80-0.88
TITAN.NS,2022-08-02,2022-09-05,2354.66,2355,2525,2411.23,2593.98,10.16,0.2538,0.698,4,56.23,2.388,35,3981.99,202.34,True,194854.7,<0.70
RELIANCE.NS,2022-08-02,2022-09-05,1170.63,1170,1250,1196.45,1167.71,-0.25,0.2296,0.838,4,26.45,2.26,75,-1983.84,-100.0,False,192870.86000000004,0.80-0.88
TITAN.NS,2022-08-03,2022-09-06,2385.71,2385,2550,2440.18,2598.23,8.91,0.2433,0.721,4,55.18,2.313,36,3953.44,199.01,True,196824.30000000005,0.70-0.80
ANANDRATHI.NS,2022-08-05,2022-09-08,161.51,160,170,163.5,159.2,-1.43,0.1388,0.823,4,3.5,2.164,572,-1999.2,-100.0,False,194825.10000000003,0.80-0.88
TCS.NS,2022-08-11,2022-09-13,3012.09,3010,3180,3068.43,2842.1,-5.64,0.1965,0.785,4,58.43,1.94,34,-1986.72,-100.0,False,192838.38000000003,0.70-0.80
RELIANCE.NS,2022-08-12,2022-09-14,1192.53,1195,1270,1219.68,1176.14,-1.38,0.2276,0.838,4,24.68,2.069,81,-1998.96,-100.0,False,190839.42000000004,0.80-0.88
BAJFINANCE.NS,2022-08-12,2022-09-14,715.37,715,775,736.5,732.41,2.38,0.3952,0.874,4,21.5,3.006,93,-380.7,-19.04,False,190458.72000000003,0.80-0.88
TITAN.NS,2022-08-16,2022-09-15,2462.18,2460,2555,2494.51,2622.41,6.51,0.1316,0.858,4,34.51,1.402,57,3448.03,175.3,True,193906.75000000003,0.80-0.88
RELIANCE.NS,2022-08-16,2022-09-15,1200.82,1200,1280,1226.75,1164.48,-3.03,0.2275,0.807,4,26.75,2.227,74,-1979.35,-100.0,False,191927.40000000002,0.80-0.88
BHARTIARTL.NS,2022-08-18,2022-09-19,710.84,710,750,723.85,758.88,6.76,0.1948,0.879,5,13.85,1.948,144,3766.17,188.89,True,195693.57,0.80-0.88
ANGELONE.NS,2022-08-18,2022-09-19,123.32,125,135,128.32,145.64,18.1,0.4397,0.839,4,3.32,2.689,603,4030.41,201.56,True,199723.98000000004,0.80-0.88
RELIANCE.NS,2022-08-24,2022-09-23,1199.49,1200,1265,1221.8,1108.5,-7.59,0.1839,0.688,4,21.8,1.817,91,-1983.65,-100.0,False,197740.33000000002,<0.70
ANANDRATHI.NS,2022-08-24,2022-09-23,158.07,160,165,161.52,160.59,1.6,0.1561,0.813,5,1.52,0.96,1318,-1220.16,-61.02,False,196520.17000000004,0.80-0.88
AJMERA.NS,2022-08-25,2022-09-26,52.09,50,55,52.34,50.7,-2.68,0.3908,0.73,4,2.34,4.497,853,-1404.3,-70.28,False,195115.87000000002,0.70-0.80
ANGELONE.NS,2022-08-26,2022-09-27,123.49,125,135,128.09,126.11,2.13,0.3513,0.782,5,3.09,2.504,646,-1279.58,-64.06,False,193836.29000000004,0.70-0.80
ANANDRATHI.NS,2022-08-26,2022-09-27,157.7,160,165,161.41,160.57,1.82,0.1525,0.693,4,1.41,0.894,1417,-1195.07,-59.79,False,192641.22000000003,<0.70
RELIANCE.NS,2022-08-26,2022-09-27,1189.61,1190,1255,1211.91,1088.85,-8.47,0.1876,0.731,4,21.91,1.842,91,-1993.6,-100.0,False,190647.62,0.70-0.80
ANGELONE.NS,2022-08-29,2022-09-28,119.66,120,130,123.4,121.19,1.28,0.3624,0.842,4,3.4,2.839,588,-1296.66,-64.91,False,189350.96000000002,0.80-0.88
RELIANCE.NS,2022-08-29,2022-09-28,1180.36,1180,1245,1202.07,1059.86,-10.21,0.187,0.769,5,22.07,1.869,90,-1985.86,-100.0,False,187365.1,0.70-0.80
ANANDRATHI.NS,2022-08-29,2022-09-28,157.89,160,165,161.45,160.22,1.48,0.1524,0.718,4,1.45,0.921,1375,-1702.61,-85.19,False,185662.49,0.70-0.80
ANANDRATHI.NS,2022-08-30,2022-09-29,159.28,160,165,161.82,160.15,0.55,0.1547,0.718,4,1.82,1.14,1101,-1828.47,-91.48,False,183834.02000000002,0.70-0.80
ANGELONE.NS,2022-09-01,2022-09-30,121.94,120,130,124.07,126.18,3.47,0.3671,0.874,4,4.07,3.339,491,1033.15,51.67,True,184867.16999999998,0.80-0.88
ANANDRATHI.NS,2022-09-05,2022-10-04,159.61,160,165,161.86,161.29,1.06,0.142,0.781,4,1.86,1.165,1075,-607.17,-30.37,False,184260.0,0.70-0.80
ANANDRATHI.NS,2022-09-09,2022-10-11,157.28,155,165,158.84,160.13,1.81,0.1337,0.783,4,3.84,2.438,521,674.76,33.77,True,184934.76,0.70-0.80
ANANDRATHI.NS,2022-09-13,2022-10-13,160.92,160,170,163.23,165.24,2.68,0.1433,0.857,5,3.23,2.006,619,1244.06,62.27,True,186178.82,0.80-0.88
ANANDRATHI.NS,2022-09-14,2022-10-14,160.94,160,170,163.23,168.54,4.72,0.1426,0.825,4,3.23,2.009,618,3277.31,163.98,True,189456.13,0.80-0.88
ANANDRATHI.NS,2022-09-23,2022-10-25,160.59,160,165,162.07,171.05,6.51,0.1113,0.798,5,2.07,1.292,964,2820.45,141.05,True,192276.58,0.70-0.80
ANANDRATHI.NS,2022-09-27,2022-10-28,160.57,160,165,162.08,174.87,8.91,0.1157,0.728,4,2.08,1.294,962,2811.31,140.66,True,195087.88999999998,0.70-0.80
ANANDRATHI.NS,2022-09-28,2022-10-31,160.22,160,165,161.94,176.58,10.22,0.1122,0.781,5,1.94,1.212,1030,3150.27,157.53,True,198238.15999999997,0.70-0.80
ABREL.NS,2022-10-20,2022-11-22,841.18,840,910,864.3,763.18,-9.27,0.336,0.81,4,24.3,2.889,82,-1992.63,-100.0,False,196245.52999999997,0.80-0.88
ABREL.NS,2022-10-21,2022-11-23,828.16,830,895,852.31,775.2,-6.39,0.3395,0.862,4,22.31,2.693,89,-1985.2,-100.0,False,194260.33,0.80-0.88
TITAN.NS,2022-10-24,2022-11-24,2649.81,2650,2860,2718.77,2577.05,-2.75,0.2775,0.741,4,68.77,2.595,29,-1994.29,-100.0,False,192266.03999999998,0.70-0.80
ANGELONE.NS,2022-10-25,2022-11-25,149.94,150,160,153.96,143.16,-4.52,0.5248,0.785,4,3.96,2.643,504,-1997.62,-100.0,False,190268.41999999998,0.70-0.80
ABCAPITAL.NS,2022-10-25,2022-11-25,115.9,115,125,118.41,135.3,16.74,0.263,0.863,5,3.41,2.946,585,3852.67,192.89,True,194121.09,0.80-0.88
APARINDS.NS,2022-10-27,2022-11-28,1504.93,1505,1625,1551.15,1467.16,-2.51,0.553,0.872,4,46.15,3.067,43,-1984.44,-100.0,False,192136.65,0.80-0.88
ANGELONE.NS,2022-10-27,2022-11-28,151.03,150,165,155.63,146.96,-2.7,0.5174,0.796,4,5.63,3.726,355,-1997.73,-100.0,False,190138.91999999998,0.70-0.80
BHARTIARTL.NS,2022-10-28,2022-11-29,791.94,790,845,808.54,810.36,2.33,0.2283,0.775,4,18.54,2.341,107,194.33,9.79,True,190333.25,0.70-0.80
TITAN.NS,2022-10-28,2022-11-29,2701.65,2700,2910,2769.07,2580.55,-4.48,0.2673,0.769,4,69.07,2.557,28,-1934.02,-100.0,False,188399.22999999998,0.70-0.80
BHARTIARTL.NS,2022-10-31,2022-11-30,806.63,805,860,823.75,822.87,2.01,0.2343,0.78,4,18.75,2.324,106,-93.68,-4.71,False,188305.55,0.70-0.80
TCS.NS,2022-10-31,2022-11-30,2817.52,2820,2960,2867.93,2991.91,6.19,0.1783,0.706,4,47.93,1.701,41,3774.92,192.1,True,192080.47,0.70-0.80
TITAN.NS,2022-10-31,2022-11-30,2726.43,2725,2925,2791.52,2619.3,-3.93,0.2564,0.75,4,66.52,2.44,30,-1995.49,-100.0,False,190084.97999999998,0.70-0.80
ABB.NS,2022-10-31,2022-11-30,2954.9,2955,3190,3038.46,2907.38,-1.61,0.3612,0.86,4,83.46,2.824,23,-1919.55,-100.0,False,188165.43,0.80-0.88
TCS.NS,2022-11-01,2022-12-01,2876.24,2875,3030,2928.42,3066.78,6.62,0.1885,0.719,5,53.42,1.857,37,3758.31,190.13,True,191923.74,0.70-0.80
BAJFINANCE.NS,2022-11-01,2022-12-01,705.6,705,760,723.18,660.4,-6.4,0.2698,0.852,4,18.18,2.577,109,-1982.0,-100.0,False,189941.74,0.80-0.88
BHARTIARTL.NS,2022-11-01,2022-12-01,810.07,810,850,823.99,822.72,1.56,0.178,0.828,5,13.99,1.727,142,-179.85,-9.06,False,189761.88999999998,0.80-0.88
TCS.NS,2022-11-02,2022-12-02,2860.35,2860,3015,2912.91,3034.58,6.09,0.1878,0.727,4,52.91,1.85,37,3777.15,192.92,True,193539.03999999998,0.70-0.80
ABB.NS,2022-11-04,2022-12-06,3119.76,3120,3370,3204.94,2852.54,-8.57,0.3135,0.872,4,84.94,2.723,23,-1953.6,-100.0,False,191585.43999999997,0.80-0.88
BAJFINANCE.NS,2022-11-04,2022-12-06,705.84,705,750,719.95,655.59,-7.12,0.2059,0.842,4,14.95,2.119,133,-1988.82,-100.0,False,189596.61999999997,0.80-0.88
AJMERA.NS,2022-11-07,2022-12-07,47.13,45,50,47.37,62.95,33.57,0.2416,0.692,4,2.37,5.031,843,2216.0,110.86,True,191812.61999999997,<0.70
ANANTRAJ.NS,2022-11-07,2022-12-07,113.62,115,125,118.41,100.36,-11.66,0.508,0.865,4,3.41,3.004,585,-1996.69,-100.0,False,189815.92999999996,0.80-0.88
AJMERA.NS,2022-11-09,2022-12-08,48.49,50,55,50.87,62.06,27.99,0.2698,0.741,5,0.87,1.796,2296,9480.2,474.06,True,199296.12999999995,0.70-0.80
APOLLO.NS,2022-11-15,2022-12-14,24.31,25,30,25.87,27.83,14.45,0.4203,0.845,4,0.87,3.56,2311,4531.38,226.58,True,203827.50999999995,0.80-0.88
ANGELONE.NS,2022-11-15,2022-12-14,142.79,145,155,147.85,142.19,-0.42,0.2841,0.841,4,2.85,1.999,700,-1998.48,-100.0,False,201829.02999999997,0.80-0.88
RELIANCE.NS,2022-11-17,2022-12-16,1181.0,1180,1245,1202.3,1165.8,-1.29,0.1871,0.821,4,22.3,1.888,89,-1984.47,-100.0,False,199844.55999999997,0.80-0.88
BHARTIARTL.NS,2022-11-17,2022-12-16,820.34,820,860,834.01,797.66,-2.77,0.172,0.833,4,14.01,1.708,142,-1989.08,-100.0,False,197855.47999999998,0.80-0.88
ANANDRATHI.NS,2022-11-22,2022-12-21,172.67,175,180,176.4,166.1,-3.81,0.1351,0.742,4,1.4,0.81,1430,-1999.58,-100.0,False,195855.89999999997,0.70-0.80
ANANDRATHI.NS,2022-11-23,2022-12-22,172.67,175,180,176.39,163.63,-5.24,0.1334,0.697,4,1.39,0.803,1441,-1999.05,-100.0,False,193856.84999999998,<0.70
ABREL.NS,2022-11-25,2022-12-26,782.03,780,810,791.21,692.25,-11.48,0.1223,0.77,4,11.21,1.433,178,-1994.96,-100.0,False,191861.88999999996,0.70-0.80
ABB.NS,2022-11-28,2022-12-27,3006.84,3005,3245,3088.76,2657.35,-11.62,0.3326,0.714,4,83.76,2.786,23,-1926.53,-100.0,False,189935.35999999996,0.70-0.80
ANANDRATHI.NS,2022-11-28,2022-12-27,173.05,175,180,176.33,169.9,-1.82,0.1112,0.744,4,1.33,0.766,1507,-1998.95,-100.0,False,187936.40999999997,0.70-0.80
TITAN.NS,2022-11-30,2022-12-29,2619.3,2620,2755,2666.41,2520.82,-3.76,0.183,0.723,4,46.41,1.772,43,-1995.53,-100.0,False,185940.87999999995,0.70-0.80
APARINDS.NS,2022-12-01,2022-12-30,1523.26,1525,1645,1570.13,1752.27,15.03,0.4872,0.878,5,45.13,2.963,44,3294.42,165.92,True,189235.29999999996,0.80-0.88
APARINDS.NS,2022-12-02,2023-01-02,1540.55,1540,1665,1587.12,1782.66,15.72,0.4869,0.843,4,47.12,3.059,42,3270.88,165.27,True,192506.17999999996,0.80-0.88
APARINDS.NS,2022-12-07,2023-01-05,1599.77,1600,1730,1648.53,1800.25,12.53,0.4705,0.846,5,48.53,3.034,41,3340.24,167.87,True,195846.41999999998,0.80-0.88
RELIANCE.NS,2022-12-12,2023-01-10,1187.38,1185,1250,1207.8,1162.53,-2.09,0.186,0.848,4,22.8,1.92,87,-1983.38,-100.0,False,193863.03999999998,0.80-0.88
ANGELONE.NS,2022-12-12,2023-01-10,138.14,140,150,143.06,119.55,-13.46,0.3196,0.826,4,3.06,2.215,653,-1998.39,-100.0,False,191864.64999999997,0.80-0.88
RELIANCE.NS,2022-12-13,2023-01-11,1192.79,1195,1255,1215.34,1147.87,-3.77,0.1859,0.835,4,20.34,1.706,98,-1993.65,-100.0,False,189870.99999999997,0.80-0.88
ANANTRAJ.NS,2022-12-13,2023-01-11,106.52,105,115,108.86,111.53,4.71,0.3884,0.717,4,3.86,3.62,518,1386.73,69.43,True,191257.72999999998,0.70-0.80
BHARTIARTL.NS,2022-12-14,2023-01-12,803.91,805,835,815.52,733.82,-8.72,0.1346,0.869,4,10.52,1.308,190,-1998.22,-100.0,False,189259.50999999995,0.80-0.88
ANANDRATHI.NS,2022-12-14,2023-01-12,168.51,170,175,171.08,184.38,9.42,0.076,0.832,4,1.08,0.641,1851,7255.62,362.89,True,196515.12999999995,0.80-0.88
ANGELONE.NS,2022-12-14,2023-01-12,142.19,140,155,145.41,119.5,-15.95,0.3372,0.879,4,5.41,3.803,369,-1995.42,-100.0,False,194519.70999999996,0.80-0.88
ANANTRAJ.NS,2022-12-14,2023-01-12,108.9,110,120,113.08,110.64,1.6,0.3719,0.802,5,3.08,2.826,649,-1582.48,-79.22,False,192937.22999999998,0.80-0.88
RELIANCE.NS,2022-12-14,2023-01-12,1188.47,1190,1250,1210.5,1123.08,-5.5,0.1851,0.816,4,20.5,1.725,97,-1988.62,-100.0,False,190948.61,0.80-0.88
TCS.NS,2023-01-04,2023-02-03,2924.72,2925,3065,2973.69,3142.49,7.45,0.1694,0.872,4,48.69,1.665,41,3743.91,187.56,True,194692.51999999996,0.80-0.88
ABB.NS,2023-01-05,2023-02-06,2718.74,2720,2935,2792.49,2840.82,4.49,0.3051,0.807,4,72.49,2.666,27,1304.9,66.67,True,195997.41999999998,0.80-0.88
ABB.NS,2023-01-06,2023-02-07,2755.17,2755,2975,2829.75,2929.47,6.33,0.3106,0.71,5,74.75,2.713,26,2592.8,133.41,True,198590.21999999997,0.70-0.80
RELIANCE.NS,2023-01-09,2023-02-08,1179.97,1180,1245,1202.14,1068.72,-9.43,0.1923,0.78,4,22.14,1.876,90,-1992.71,-100.0,False,196597.50999999995,0.70-0.80
APARINDS.NS,2023-01-11,2023-02-10,1782.12,1780,1925,1830.05,2123.57,19.16,0.3219,0.779,4,50.05,2.808,39,3703.08,189.71,True,200300.58999999997,0.70-0.80
AJMERA.NS,2023-01-13,2023-02-14,61.96,60,65,62.21,48.35,-21.97,0.884,0.711,4,2.21,3.572,903,-1998.68,-100.0,False,198301.90999999997,0.70-0.80
ANANTRAJ.NS,2023-01-16,2023-02-15,114.11,115,125,118.69,105.58,-7.48,0.6483,0.776,4,3.69,3.23,542,-1997.56,-100.0,False,196304.34999999998,0.70-0.80
ANGELONE.NS,2023-01-16,2023-02-15,122.6,125,130,126.83,105.72,-13.77,0.4235,0.666,4,1.83,1.492,1093,-1999.73,-100.0,False,194304.62,<0.70
ANANTRAJ.NS,2023-01-17,2023-02-16,118.73,120,130,123.67,108.9,-8.28,0.6569,0.836,4,3.67,3.089,545,-1999.08,-100.0,False,192305.53999999998,0.80-0.88
AJMERA.NS,2023-01-18,2023-02-17,63.04,65,70,66.75,52.8,-16.25,0.82,0.569,4,1.75,2.768,1146,-1999.83,-100.0,False,190305.70999999996,<0.70
ABB.NS,2023-01-18,2023-02-17,2829.53,2830,3040,2899.3,3038.62,7.39,0.2615,0.824,4,69.3,2.449,28,3900.78,201.02,True,194206.49,0.80-0.88
ANANTRAJ.NS,2023-01-18,2023-02-17,119.13,120,130,123.73,111.63,-6.29,0.6554,0.839,4,3.73,3.134,535,-1997.25,-100.0,False,192209.24,0.80-0.88
ABB.NS,2023-01-20,2023-02-21,2842.51,2845,2995,2895.85,3070.83,8.03,0.1875,0.79,4,50.85,1.789,39,3866.79,194.98,True,196076.02999999997,0.70-0.80
ABB.NS,2023-01-23,2023-02-22,2856.03,2855,3005,2906.67,3074.13,7.64,0.1823,0.803,5,51.67,1.809,38,3736.47,190.29,True,199812.49999999997,0.80-0.88
ABREL.NS,2023-01-23,2023-02-22,695.82,695,740,710.05,605.79,-12.94,0.2138,0.744,4,15.05,2.162,132,-1986.14,-100.0,False,197826.36,0.70-0.80
ABB.NS,2023-01-24,2023-02-23,2853.46,2855,3005,2905.81,3040.75,6.56,0.1828,0.771,4,50.81,1.781,39,3868.32,195.2,True,201694.68,0.70-0.80
TCS.NS,2023-01-30,2023-02-28,3098.59,3100,3280,3160.39,2989.58,-3.52,0.202,0.862,4,60.39,1.949,33,-1992.8,-100.0,False,199701.87999999998,0.80-0.88
TITAN.NS,2023-01-30,2023-02-28,2305.89,2305,2400,2339.06,2342.66,1.59,0.1454,0.876,4,34.06,1.477,58,208.94,10.58,True,199910.81999999998,0.80-0.88
ANGELONE.NS,2023-01-31,2023-03-01,115.22,115,125,118.3,94.12,-18.31,0.2998,0.877,4,3.3,2.868,605,-1999.49,-100.0,False,197911.32999999996,0.80-0.88
AJMERA.NS,2023-01-31,2023-03-01,54.61,55,60,56.51,54.12,-0.88,0.3291,0.738,4,1.51,2.758,1328,-1999.7,-100.0,False,195911.62999999998,0.70-0.80
AJMERA.NS,2023-02-16,2023-03-20,51.93,50,55,52.29,54.66,5.26,0.3862,0.717,4,2.29,4.412,872,2069.06,103.56,True,197980.68999999997,0.70-0.80
ABCAPITAL.NS,2023-02-16,2023-03-20,146.45,145,160,150.05,149.85,2.32,0.3078,0.859,4,5.05,3.45,395,-79.89,-4.0,False,197900.8,0.80-0.88
ANANTRAJ.NS,2023-02-16,2023-03-20,108.9,110,120,113.39,112.72,3.51,0.4931,0.722,4,3.39,3.115,589,-393.5,-19.69,False,197507.3,0.70-0.80
ANANTRAJ.NS,2023-02-17,2023-03-21,111.63,110,120,114.05,121.51,8.85,0.4991,0.672,4,4.05,3.624,494,2941.74,147.21,True,200449.03999999998,<0.70
ABCAPITAL.NS,2023-02-17,2023-03-21,143.95,145,155,148.31,152.65,6.04,0.3134,0.838,4,3.31,2.301,603,2615.81,130.98,True,203064.84999999998,0.80-0.88
ANANTRAJ.NS,2023-02-20,2023-03-22,114.71,115,125,118.66,120.67,5.19,0.5106,0.654,5,3.66,3.188,546,1097.2,54.96,True,204162.05,<0.70
ABCAPITAL.NS,2023-02-20,2023-03-22,144.3,145,155,148.4,156.15,8.21,0.3098,0.782,4,3.4,2.353,589,3890.19,194.53,True,208052.24,0.70-0.80
ABCAPITAL.NS,2023-02-21,2023-03-23,143.05,145,155,148.06,154.15,7.76,0.3111,0.767,4,3.06,2.138,653,3977.45,199.12,True,212029.68999999997,0.70-0.80
ANANTRAJ.NS,2023-02-21,2023-03-23,115.11,115,125,118.74,118.73,3.15,0.5065,0.675,5,3.74,3.249,534,-4.78,-0.24,False,212024.90999999997,<0.70
BAJFINANCE.NS,2023-02-24,2023-03-28,610.34,610,660,627.22,541.66,-11.25,0.3298,0.836,4,17.22,2.821,116,-1997.44,-100.0,False,210027.46999999997,0.80-0.88
ABCAPITAL.NS,2023-02-24,2023-03-28,142.15,140,155,145.19,146.8,3.27,0.2909,0.779,5,5.19,3.65,385,620.29,31.05,True,210647.75999999995,0.70-0.80
BAJFINANCE.NS,2023-02-27,2023-03-29,606.26,605,655,621.86,550.54,-9.19,0.2948,0.791,4,16.86,2.781,118,-1989.42,-100.0,False,208658.33999999997,0.70-0.80
ABREL.NS,2023-02-27,2023-03-29,605.89,605,655,622.17,638.95,5.46,0.3195,0.862,4,17.17,2.834,116,1946.52,97.73,True,210604.86,0.80-0.88
TITAN.NS,2023-02-28,2023-03-31,2342.66,2345,2530,2405.34,2482.96,5.99,0.2821,0.845,4,60.34,2.576,33,2561.43,128.64,True,213166.28999999998,0.80-0.88
