Stock,Entry Date,Exit Date,Entry,Exit,Invested,Profit,Return %,Exit Reason,Cumulative Profit,Equity
AVANTIFEED.NS,2025-11-06 00:00:00+05:30,2025-11-27 00:00:00+05:30,715.5999756,801.4000244,12957336.68,1553577.638,11.98994575,UT Sell,256040927.1,256140927.1
WAAREEENER.NS,2025-11-24 00:00:00+05:30,2025-11-27 00:00:00+05:30,3257.399902,3217.100098,12799532.6,-158352.8825,-1.237177071,UT Sell,255882574.3,255982574.3
LICI.NS,2025-10-23 00:00:00+05:30,2025-12-01 00:00:00+05:30,899.9500122,882.0999756,13460207.02,-266976.1486,-1.983447567,UT Sell,255615598.1,255715598.1
ASHOKA.NS,2025-11-27 00:00:00+05:30,2025-12-01 00:00:00+05:30,183.9700012,173.4199982,13257950.69,-760294.7183,-5.734632267,Stop Loss,254855303.4,254955303.4
MAHSEAMLES.NS,2025-11-25 00:00:00+05:30,2025-12-02 00:00:00+05:30,585,572.9000244,11919967.6,-246549.2596,-2.068371895,UT Sell,254608754.1,254708754.1
GESHIP.NS,2025-11-07 00:00:00+05:30,2025-12-02 00:00:00+05:30,1070.549927,1089.05481,12303580.9,212672.307,1.728539917,UT Sell,254821426.4,254921426.4
KOHINOOR.NS,2025-11-27 00:00:00+05:30,2025-12-03 00:00:00+05:30,29.57999992,27.72999954,13257950.69,-829182.3495,-6.254227134,Stop Loss,253992244.1,254092244.1
CENTRALBK.NS,2025-11-17 00:00:00+05:30,2025-12-03 00:00:00+05:30,38.64112854,37.07957077,12564977.38,-507773.4218,-4.041180547,Stop Loss,253484470.7,253584470.7
MAHABANK.NS,2025-10-15 00:00:00+05:30,2025-12-03 00:00:00+05:30,58.41187668,55.79171371,12249485.6,-549471.2775,-4.485668177,Stop Loss,252934999.4,253034999.4
APCOTEXIND.NS,2025-11-06 00:00:00+05:30,2025-12-03 00:00:00+05:30,389.9248962,388.9813538,12957336.68,-31354.23695,-0.241980568,UT Sell,252903645.2,253003645.2
RELINFRA.NS,2025-11-27 00:00:00+05:30,2025-12-04 00:00:00+05:30,165.8500061,158.8800049,13257950.69,-557177.7455,-4.202593286,Stop Loss,252346467.4,252446467.4
OMAXAUTO.NS,2025-12-02 00:00:00+05:30,2025-12-04 00:00:00+05:30,91.68000031,87.73000336,12094835.77,-521101.2677,-4.30846088,Stop Loss,251825366.1,251925366.1
RBZJEWEL.NS,2025-10-08 00:00:00+05:30,2025-12-05 00:00:00+05:30,140.5099945,134.2799988,11879887.42,-526735.825,-4.433845257,Stop Loss,251298630.3,251398630.3
SUPREMEINF.NS,2025-11-21 00:00:00+05:30,2025-12-05 00:00:00+05:30,87.55999756,82.37000275,14794703.63,-876935.0983,-5.927358333,Stop Loss,250421695.2,250521695.2
NIITMTS.NS,2025-11-24 00:00:00+05:30,2025-12-05 00:00:00+05:30,379.0499878,368.2000122,12799532.6,-366375.4669,-2.862412857,UT Sell,250055319.8,250155319.8
EASEMYTRIP.NS,2025-12-02 00:00:00+05:30,2025-12-05 00:00:00+05:30,8.539999962,7.699999809,12094835.77,-1189656.199,-9.836067404,Stop Loss,248865663.6,248965663.6
REPRO.NS,2025-12-03 00:00:00+05:30,2025-12-05 00:00:00+05:30,479.7999878,451.9500122,12277992.27,-712675.6848,-5.804496935,Stop Loss,248152987.9,248252987.9
KHAICHEM.NS,2025-12-05 00:00:00+05:30,2025-12-08 00:00:00+05:30,85.83000183,80.83000183,12034914.68,-701090.203,-5.825468826,Stop Loss,247451897.7,247551897.7
CLSEL.NS,2025-12-04 00:00:00+05:30,2025-12-08 00:00:00+05:30,267,255.1499939,12137253.72,-538676.145,-4.438204533,Stop Loss,246913221.5,247013221.5
BAJAJCON.NS,2025-12-03 00:00:00+05:30,2025-12-08 00:00:00+05:30,273.5499878,257.8500061,12277992.27,-704676.5212,-5.739346514,Stop Loss,246208545,246308545
GULPOLY.NS,2025-12-03 00:00:00+05:30,2025-12-08 00:00:00+05:30,139.4400024,134.3000031,12277992.27,-452588.0067,-3.686172762,UT Sell,245755957,245855957
SAMMAANCAP.NS,2025-12-03 00:00:00+05:30,2025-12-08 00:00:00+05:30,153.4700012,141.4299927,12277992.27,-963231.45,-7.845186974,Stop Loss,244792725.5,244892725.5
TMB.NS,2025-12-01 00:00:00+05:30,2025-12-08 00:00:00+05:30,535.2000122,513,12845443.42,-532826.9698,-4.147984249,Stop Loss,244259898.6,244359898.6
PREMIERPOL.NS,2025-11-20 00:00:00+05:30,2025-12-08 00:00:00+05:30,44.52999878,41.54000092,12609487.72,-846672.858,-6.714569831,Stop Loss,243413225.7,243513225.7
SCI.NS,2025-10-13 00:00:00+05:30,2025-12-08 00:00:00+05:30,224.5032654,220.8174896,12293508.61,-201828.3161,-1.641747059,UT Sell,243211397.4,243311397.4
KARURVYSYA.NS,2025-12-01 00:00:00+05:30,2025-12-08 00:00:00+05:30,253.8300018,242.3000031,12845443.42,-583492.6758,-4.542409761,Stop Loss,242627904.7,242727904.7
TECHM.NS,2025-11-24 00:00:00+05:30,2025-12-09 00:00:00+05:30,1494.699951,1561.599976,12799532.6,572883.5696,4.475816324,UT Sell,243200788.3,243300788.3
MAGNUM.NS,2025-12-04 00:00:00+05:30,2025-12-10 00:00:00+05:30,24.77000046,23.36000061,12137253.72,-690897.2782,-5.692369081,Stop Loss,242509891,242609891
PAR.NS,2025-12-05 00:00:00+05:30,2025-12-10 00:00:00+05:30,96.83999634,92.61000061,12034914.68,-525688.1414,-4.368025493,Stop Loss,241984202.9,242084202.9
GANESHCP.NS,2025-12-08 00:00:00+05:30,2025-12-10 00:00:00+05:30,247.1999969,235.8500061,11786105.03,-541149.6189,-4.591420301,Stop Loss,241443053.3,241543053.3
NIRAJISPAT.NS,2025-12-09 00:00:00+05:30,2025-12-15 00:00:00+05:30,217.6199951,217,12012720.9,-34224.00731,-0.284898048,UT Sell,241408829.2,241508829.2
DBL.NS,2025-11-24 00:00:00+05:30,2025-12-16 00:00:00+05:30,442.7999878,440.3999939,12799532.6,-69373.98593,-0.542004057,UT Sell,241339455.3,241439455.3
EKC.NS,2025-12-09 00:00:00+05:30,2025-12-16 00:00:00+05:30,117.7799988,115.2699966,12012720.9,-256002.3386,-2.131093702,UT Sell,241083452.9,241183452.9
JMA.NS,2025-12-10 00:00:00+05:30,2025-12-17 00:00:00+05:30,82.25,79.16999817,11400179.46,-426900.5912,-3.744683077,UT Sell,240656552.3,240756552.3
